site_no,gage_name,Date,year,month,day,cfs
08170000,San Marcos Springs,1990-02-01,1990,2,1,84
08170000,San Marcos Springs,1990-02-02,1990,2,2,83
08170000,San Marcos Springs,1990-02-03,1990,2,3,82
08170000,San Marcos Springs,1990-02-04,1990,2,4,83
08170000,San Marcos Springs,1990-02-05,1990,2,5,83
08170000,San Marcos Springs,1990-02-06,1990,2,6,84
08170000,San Marcos Springs,1990-02-07,1990,2,7,83
08170000,San Marcos Springs,1990-02-08,1990,2,8,83
08170000,San Marcos Springs,1990-02-09,1990,2,9,83
08170000,San Marcos Springs,1990-02-10,1990,2,10,83
08170000,San Marcos Springs,1990-02-11,1990,2,11,83
08170000,San Marcos Springs,1990-02-12,1990,2,12,84
08170000,San Marcos Springs,1990-02-13,1990,2,13,84
08170000,San Marcos Springs,1990-02-14,1990,2,14,85
08170000,San Marcos Springs,1990-02-15,1990,2,15,85
08170000,San Marcos Springs,1990-02-16,1990,2,16,84
08170000,San Marcos Springs,1990-02-17,1990,2,17,83
08170000,San Marcos Springs,1990-02-18,1990,2,18,84
08170000,San Marcos Springs,1990-02-19,1990,2,19,84
08170000,San Marcos Springs,1990-02-20,1990,2,20,84
08170000,San Marcos Springs,1990-02-21,1990,2,21,84
08170000,San Marcos Springs,1990-02-22,1990,2,22,86
08170000,San Marcos Springs,1990-02-23,1990,2,23,88
08170000,San Marcos Springs,1990-02-24,1990,2,24,88
08170000,San Marcos Springs,1990-02-25,1990,2,25,88
08170000,San Marcos Springs,1990-02-26,1990,2,26,88
08170000,San Marcos Springs,1990-02-27,1990,2,27,87
08170000,San Marcos Springs,1990-02-28,1990,2,28,86
08170000,San Marcos Springs,1990-03-01,1990,3,1,85
08170000,San Marcos Springs,1990-03-02,1990,3,2,87
08170000,San Marcos Springs,1990-03-03,1990,3,3,90
08170000,San Marcos Springs,1990-03-04,1990,3,4,90
08170000,San Marcos Springs,1990-03-05,1990,3,5,91
08170000,San Marcos Springs,1990-03-06,1990,3,6,91
08170000,San Marcos Springs,1990-03-07,1990,3,7,91
08170000,San Marcos Springs,1990-03-08,1990,3,8,92
08170000,San Marcos Springs,1990-03-09,1990,3,9,92
08170000,San Marcos Springs,1990-03-10,1990,3,10,92
08170000,San Marcos Springs,1990-03-11,1990,3,11,92
08170000,San Marcos Springs,1990-03-12,1990,3,12,92
08170000,San Marcos Springs,1990-03-13,1990,3,13,92
08170000,San Marcos Springs,1990-03-14,1990,3,14,93
08170000,San Marcos Springs,1990-03-15,1990,3,15,94
08170000,San Marcos Springs,1990-03-16,1990,3,16,94
08170000,San Marcos Springs,1990-03-17,1990,3,17,94
08170000,San Marcos Springs,1990-03-18,1990,3,18,94
08170000,San Marcos Springs,1990-03-19,1990,3,19,96
08170000,San Marcos Springs,1990-03-20,1990,3,20,96
08170000,San Marcos Springs,1990-03-21,1990,3,21,96
08170000,San Marcos Springs,1990-03-22,1990,3,22,97
08170000,San Marcos Springs,1990-03-23,1990,3,23,97
08170000,San Marcos Springs,1990-03-24,1990,3,24,98
08170000,San Marcos Springs,1990-03-25,1990,3,25,98
08170000,San Marcos Springs,1990-03-26,1990,3,26,98
08170000,San Marcos Springs,1990-03-27,1990,3,27,99
08170000,San Marcos Springs,1990-03-28,1990,3,28,100
08170000,San Marcos Springs,1990-03-29,1990,3,29,100
08170000,San Marcos Springs,1990-03-30,1990,3,30,101
08170000,San Marcos Springs,1990-03-31,1990,3,31,102
08170000,San Marcos Springs,1990-04-01,1990,4,1,103
08170000,San Marcos Springs,1990-04-02,1990,4,2,103
08170000,San Marcos Springs,1990-04-03,1990,4,3,104
08170000,San Marcos Springs,1990-04-04,1990,4,4,104
08170000,San Marcos Springs,1990-04-05,1990,4,5,104
08170000,San Marcos Springs,1990-04-06,1990,4,6,104
08170000,San Marcos Springs,1990-04-07,1990,4,7,104
08170000,San Marcos Springs,1990-04-08,1990,4,8,105
08170000,San Marcos Springs,1990-04-09,1990,4,9,105
08170000,San Marcos Springs,1990-04-10,1990,4,10,105
08170000,San Marcos Springs,1990-04-11,1990,4,11,105
08170000,San Marcos Springs,1990-04-12,1990,4,12,106
08170000,San Marcos Springs,1990-04-13,1990,4,13,106
08170000,San Marcos Springs,1990-04-14,1990,4,14,107
08170000,San Marcos Springs,1990-04-15,1990,4,15,107
08170000,San Marcos Springs,1990-04-16,1990,4,16,107
08170000,San Marcos Springs,1990-04-17,1990,4,17,107
08170000,San Marcos Springs,1990-04-18,1990,4,18,107
08170000,San Marcos Springs,1990-04-19,1990,4,19,107
08170000,San Marcos Springs,1990-04-20,1990,4,20,107
08170000,San Marcos Springs,1990-04-21,1990,4,21,106
08170000,San Marcos Springs,1990-04-22,1990,4,22,106
08170000,San Marcos Springs,1990-04-23,1990,4,23,106
08170000,San Marcos Springs,1990-04-24,1990,4,24,106
08170000,San Marcos Springs,1990-04-25,1990,4,25,106
08170000,San Marcos Springs,1990-04-26,1990,4,26,106
08170000,San Marcos Springs,1990-04-27,1990,4,27,108
08170000,San Marcos Springs,1990-04-28,1990,4,28,114
08170000,San Marcos Springs,1990-04-29,1990,4,29,116
08170000,San Marcos Springs,1990-04-30,1990,4,30,117
08170000,San Marcos Springs,1990-05-01,1990,5,1,117
08170000,San Marcos Springs,1990-05-02,1990,5,2,116
08170000,San Marcos Springs,1990-05-03,1990,5,3,117
08170000,San Marcos Springs,1990-05-04,1990,5,4,120
08170000,San Marcos Springs,1990-05-05,1990,5,5,129
08170000,San Marcos Springs,1990-05-06,1990,5,6,132
08170000,San Marcos Springs,1990-05-07,1990,5,7,133
08170000,San Marcos Springs,1990-05-08,1990,5,8,133
08170000,San Marcos Springs,1990-05-09,1990,5,9,134
08170000,San Marcos Springs,1990-05-10,1990,5,10,134
08170000,San Marcos Springs,1990-05-11,1990,5,11,133
08170000,San Marcos Springs,1990-05-12,1990,5,12,134
08170000,San Marcos Springs,1990-05-13,1990,5,13,133
08170000,San Marcos Springs,1990-05-14,1990,5,14,133
08170000,San Marcos Springs,1990-05-15,1990,5,15,133
08170000,San Marcos Springs,1990-05-16,1990,5,16,133
08170000,San Marcos Springs,1990-05-17,1990,5,17,133
08170000,San Marcos Springs,1990-05-18,1990,5,18,133
08170000,San Marcos Springs,1990-05-19,1990,5,19,133
08170000,San Marcos Springs,1990-05-20,1990,5,20,134
08170000,San Marcos Springs,1990-05-21,1990,5,21,134
08170000,San Marcos Springs,1990-05-22,1990,5,22,134
08170000,San Marcos Springs,1990-05-23,1990,5,23,133
08170000,San Marcos Springs,1990-05-24,1990,5,24,133
08170000,San Marcos Springs,1990-05-25,1990,5,25,133
08170000,San Marcos Springs,1990-05-26,1990,5,26,133
08170000,San Marcos Springs,1990-05-27,1990,5,27,133
08170000,San Marcos Springs,1990-05-28,1990,5,28,133
08170000,San Marcos Springs,1990-05-29,1990,5,29,132
08170000,San Marcos Springs,1990-05-30,1990,5,30,131
08170000,San Marcos Springs,1990-05-31,1990,5,31,130
08170000,San Marcos Springs,1990-06-01,1990,6,1,130
08170000,San Marcos Springs,1990-06-02,1990,6,2,129
08170000,San Marcos Springs,1990-06-03,1990,6,3,129
08170000,San Marcos Springs,1990-06-04,1990,6,4,129
08170000,San Marcos Springs,1990-06-05,1990,6,5,127
08170000,San Marcos Springs,1990-06-06,1990,6,6,127
08170000,San Marcos Springs,1990-06-07,1990,6,7,127
08170000,San Marcos Springs,1990-06-08,1990,6,8,127
08170000,San Marcos Springs,1990-06-09,1990,6,9,127
08170000,San Marcos Springs,1990-06-10,1990,6,10,126
08170000,San Marcos Springs,1990-06-11,1990,6,11,126
08170000,San Marcos Springs,1990-06-12,1990,6,12,125
08170000,San Marcos Springs,1990-06-13,1990,6,13,125
08170000,San Marcos Springs,1990-06-14,1990,6,14,124
08170000,San Marcos Springs,1990-06-15,1990,6,15,123
08170000,San Marcos Springs,1990-06-16,1990,6,16,123
08170000,San Marcos Springs,1990-06-17,1990,6,17,122
08170000,San Marcos Springs,1990-06-18,1990,6,18,121
08170000,San Marcos Springs,1990-06-19,1990,6,19,121
08170000,San Marcos Springs,1990-06-20,1990,6,20,121
08170000,San Marcos Springs,1990-06-21,1990,6,21,120
08170000,San Marcos Springs,1990-06-22,1990,6,22,119
08170000,San Marcos Springs,1990-06-23,1990,6,23,119
08170000,San Marcos Springs,1990-06-24,1990,6,24,119
08170000,San Marcos Springs,1990-06-25,1990,6,25,118
08170000,San Marcos Springs,1990-06-26,1990,6,26,118
08170000,San Marcos Springs,1990-06-27,1990,6,27,119
08170000,San Marcos Springs,1990-06-28,1990,6,28,119
08170000,San Marcos Springs,1990-06-29,1990,6,29,119
08170000,San Marcos Springs,1990-06-30,1990,6,30,119
08170000,San Marcos Springs,1990-07-01,1990,7,1,118
08170000,San Marcos Springs,1990-07-02,1990,7,2,118
08170000,San Marcos Springs,1990-07-03,1990,7,3,118
08170000,San Marcos Springs,1990-07-04,1990,7,4,118
08170000,San Marcos Springs,1990-07-05,1990,7,5,118
08170000,San Marcos Springs,1990-07-06,1990,7,6,118
08170000,San Marcos Springs,1990-07-07,1990,7,7,118
08170000,San Marcos Springs,1990-07-08,1990,7,8,117
08170000,San Marcos Springs,1990-07-09,1990,7,9,117
08170000,San Marcos Springs,1990-07-10,1990,7,10,117
08170000,San Marcos Springs,1990-07-11,1990,7,11,117
08170000,San Marcos Springs,1990-07-12,1990,7,12,117
08170000,San Marcos Springs,1990-07-13,1990,7,13,117
08170000,San Marcos Springs,1990-07-14,1990,7,14,117
08170000,San Marcos Springs,1990-07-15,1990,7,15,117
08170000,San Marcos Springs,1990-07-16,1990,7,16,117
08170000,San Marcos Springs,1990-07-17,1990,7,17,122
08170000,San Marcos Springs,1990-07-18,1990,7,18,129
08170000,San Marcos Springs,1990-07-19,1990,7,19,131
08170000,San Marcos Springs,1990-07-20,1990,7,20,131
08170000,San Marcos Springs,1990-07-21,1990,7,21,136
08170000,San Marcos Springs,1990-07-22,1990,7,22,139
08170000,San Marcos Springs,1990-07-23,1990,7,23,141
08170000,San Marcos Springs,1990-07-24,1990,7,24,141
08170000,San Marcos Springs,1990-07-25,1990,7,25,141
08170000,San Marcos Springs,1990-07-26,1990,7,26,141
08170000,San Marcos Springs,1990-07-27,1990,7,27,141
08170000,San Marcos Springs,1990-07-28,1990,7,28,141
08170000,San Marcos Springs,1990-07-29,1990,7,29,141
08170000,San Marcos Springs,1990-07-30,1990,7,30,141
08170000,San Marcos Springs,1990-07-31,1990,7,31,141
08170000,San Marcos Springs,1990-08-01,1990,8,1,141
08170000,San Marcos Springs,1990-08-02,1990,8,2,141
08170000,San Marcos Springs,1990-08-03,1990,8,3,141
08170000,San Marcos Springs,1990-08-04,1990,8,4,141
08170000,San Marcos Springs,1990-08-05,1990,8,5,141
08170000,San Marcos Springs,1990-08-06,1990,8,6,141
08170000,San Marcos Springs,1990-08-07,1990,8,7,141
08170000,San Marcos Springs,1990-08-08,1990,8,8,140
08170000,San Marcos Springs,1990-08-09,1990,8,9,138
08170000,San Marcos Springs,1990-08-10,1990,8,10,137
08170000,San Marcos Springs,1990-08-11,1990,8,11,136
08170000,San Marcos Springs,1990-08-12,1990,8,12,136
08170000,San Marcos Springs,1990-08-13,1990,8,13,136
08170000,San Marcos Springs,1990-08-14,1990,8,14,135
08170000,San Marcos Springs,1990-08-15,1990,8,15,135
08170000,San Marcos Springs,1990-08-16,1990,8,16,134
08170000,San Marcos Springs,1990-08-17,1990,8,17,134
08170000,San Marcos Springs,1990-08-18,1990,8,18,133
08170000,San Marcos Springs,1990-08-19,1990,8,19,133
08170000,San Marcos Springs,1990-08-20,1990,8,20,133
08170000,San Marcos Springs,1990-08-21,1990,8,21,133
08170000,San Marcos Springs,1990-08-22,1990,8,22,132
08170000,San Marcos Springs,1990-08-23,1990,8,23,130
08170000,San Marcos Springs,1990-08-24,1990,8,24,129
08170000,San Marcos Springs,1990-08-25,1990,8,25,128
08170000,San Marcos Springs,1990-08-26,1990,8,26,128
08170000,San Marcos Springs,1990-08-27,1990,8,27,128
08170000,San Marcos Springs,1990-08-28,1990,8,28,127
08170000,San Marcos Springs,1990-08-29,1990,8,29,127
08170000,San Marcos Springs,1990-08-30,1990,8,30,126
08170000,San Marcos Springs,1990-08-31,1990,8,31,125
08170000,San Marcos Springs,1990-09-01,1990,9,1,125
08170000,San Marcos Springs,1990-09-02,1990,9,2,124
08170000,San Marcos Springs,1990-09-03,1990,9,3,123
08170000,San Marcos Springs,1990-09-04,1990,9,4,123
08170000,San Marcos Springs,1990-09-05,1990,9,5,123
08170000,San Marcos Springs,1990-09-06,1990,9,6,123
08170000,San Marcos Springs,1990-09-07,1990,9,7,123
08170000,San Marcos Springs,1990-09-08,1990,9,8,123
08170000,San Marcos Springs,1990-09-09,1990,9,9,123
08170000,San Marcos Springs,1990-09-10,1990,9,10,122
08170000,San Marcos Springs,1990-09-11,1990,9,11,123
08170000,San Marcos Springs,1990-09-12,1990,9,12,124
08170000,San Marcos Springs,1990-09-13,1990,9,13,124
08170000,San Marcos Springs,1990-09-14,1990,9,14,125
08170000,San Marcos Springs,1990-09-15,1990,9,15,125
08170000,San Marcos Springs,1990-09-16,1990,9,16,125
08170000,San Marcos Springs,1990-09-17,1990,9,17,124
08170000,San Marcos Springs,1990-09-18,1990,9,18,124
08170000,San Marcos Springs,1990-09-19,1990,9,19,124
08170000,San Marcos Springs,1990-09-20,1990,9,20,124
08170000,San Marcos Springs,1990-09-21,1990,9,21,123
08170000,San Marcos Springs,1990-09-22,1990,9,22,123
08170000,San Marcos Springs,1990-09-23,1990,9,23,123
08170000,San Marcos Springs,1990-09-24,1990,9,24,123
08170000,San Marcos Springs,1990-09-25,1990,9,25,122
08170000,San Marcos Springs,1990-09-26,1990,9,26,122
08170000,San Marcos Springs,1990-09-27,1990,9,27,122
08170000,San Marcos Springs,1990-09-28,1990,9,28,122
08170000,San Marcos Springs,1990-09-29,1990,9,29,122
08170000,San Marcos Springs,1990-09-30,1990,9,30,122
08170000,San Marcos Springs,1990-10-01,1990,10,1,122
08170000,San Marcos Springs,1990-10-02,1990,10,2,120
08170000,San Marcos Springs,1990-10-03,1990,10,3,119
08170000,San Marcos Springs,1990-10-04,1990,10,4,119
08170000,San Marcos Springs,1990-10-05,1990,10,5,118
08170000,San Marcos Springs,1990-10-06,1990,10,6,118
08170000,San Marcos Springs,1990-10-07,1990,10,7,118
08170000,San Marcos Springs,1990-10-08,1990,10,8,117
08170000,San Marcos Springs,1990-10-09,1990,10,9,117
08170000,San Marcos Springs,1990-10-10,1990,10,10,116
08170000,San Marcos Springs,1990-10-11,1990,10,11,117
08170000,San Marcos Springs,1990-10-12,1990,10,12,118
08170000,San Marcos Springs,1990-10-13,1990,10,13,118
08170000,San Marcos Springs,1990-10-14,1990,10,14,118
08170000,San Marcos Springs,1990-10-15,1990,10,15,119
08170000,San Marcos Springs,1990-10-16,1990,10,16,119
08170000,San Marcos Springs,1990-10-17,1990,10,17,119
08170000,San Marcos Springs,1990-10-18,1990,10,18,119
08170000,San Marcos Springs,1990-10-19,1990,10,19,118
08170000,San Marcos Springs,1990-10-20,1990,10,20,118
08170000,San Marcos Springs,1990-10-21,1990,10,21,119
08170000,San Marcos Springs,1990-10-22,1990,10,22,118
08170000,San Marcos Springs,1990-10-23,1990,10,23,118
08170000,San Marcos Springs,1990-10-24,1990,10,24,118
08170000,San Marcos Springs,1990-10-25,1990,10,25,118
08170000,San Marcos Springs,1990-10-26,1990,10,26,118
08170000,San Marcos Springs,1990-10-27,1990,10,27,118
08170000,San Marcos Springs,1990-10-28,1990,10,28,118
08170000,San Marcos Springs,1990-10-29,1990,10,29,117
08170000,San Marcos Springs,1990-10-30,1990,10,30,117
08170000,San Marcos Springs,1990-10-31,1990,10,31,117
08170000,San Marcos Springs,1990-11-01,1990,11,1,117
08170000,San Marcos Springs,1990-11-02,1990,11,2,117
08170000,San Marcos Springs,1990-11-03,1990,11,3,117
08170000,San Marcos Springs,1990-11-04,1990,11,4,117
08170000,San Marcos Springs,1990-11-05,1990,11,5,116
08170000,San Marcos Springs,1990-11-06,1990,11,6,116
08170000,San Marcos Springs,1990-11-07,1990,11,7,116
08170000,San Marcos Springs,1990-11-08,1990,11,8,116
08170000,San Marcos Springs,1990-11-09,1990,11,9,117
08170000,San Marcos Springs,1990-11-10,1990,11,10,121
08170000,San Marcos Springs,1990-11-11,1990,11,11,122
08170000,San Marcos Springs,1990-11-12,1990,11,12,123
08170000,San Marcos Springs,1990-11-13,1990,11,13,123
08170000,San Marcos Springs,1990-11-14,1990,11,14,123
08170000,San Marcos Springs,1990-11-15,1990,11,15,123
08170000,San Marcos Springs,1990-11-16,1990,11,16,123
08170000,San Marcos Springs,1990-11-17,1990,11,17,123
08170000,San Marcos Springs,1990-11-18,1990,11,18,123
08170000,San Marcos Springs,1990-11-19,1990,11,19,123
08170000,San Marcos Springs,1990-11-20,1990,11,20,123
08170000,San Marcos Springs,1990-11-21,1990,11,21,123
08170000,San Marcos Springs,1990-11-22,1990,11,22,123
08170000,San Marcos Springs,1990-11-23,1990,11,23,123
08170000,San Marcos Springs,1990-11-24,1990,11,24,122
08170000,San Marcos Springs,1990-11-25,1990,11,25,122
08170000,San Marcos Springs,1990-11-26,1990,11,26,122
08170000,San Marcos Springs,1990-11-27,1990,11,27,122
08170000,San Marcos Springs,1990-11-28,1990,11,28,122
08170000,San Marcos Springs,1990-11-29,1990,11,29,121
08170000,San Marcos Springs,1990-11-30,1990,11,30,121
08170000,San Marcos Springs,1990-12-01,1990,12,1,121
08170000,San Marcos Springs,1990-12-02,1990,12,2,121
08170000,San Marcos Springs,1990-12-03,1990,12,3,121
08170000,San Marcos Springs,1990-12-04,1990,12,4,121
08170000,San Marcos Springs,1990-12-05,1990,12,5,121
08170000,San Marcos Springs,1990-12-06,1990,12,6,120
08170000,San Marcos Springs,1990-12-07,1990,12,7,120
08170000,San Marcos Springs,1990-12-08,1990,12,8,119
08170000,San Marcos Springs,1990-12-09,1990,12,9,119
08170000,San Marcos Springs,1990-12-10,1990,12,10,119
08170000,San Marcos Springs,1990-12-11,1990,12,11,119
08170000,San Marcos Springs,1990-12-12,1990,12,12,119
08170000,San Marcos Springs,1990-12-13,1990,12,13,119
08170000,San Marcos Springs,1990-12-14,1990,12,14,119
08170000,San Marcos Springs,1990-12-15,1990,12,15,119
08170000,San Marcos Springs,1990-12-16,1990,12,16,119
08170000,San Marcos Springs,1990-12-17,1990,12,17,118
08170000,San Marcos Springs,1990-12-18,1990,12,18,118
08170000,San Marcos Springs,1990-12-19,1990,12,19,118
08170000,San Marcos Springs,1990-12-20,1990,12,20,118
08170000,San Marcos Springs,1990-12-21,1990,12,21,118
08170000,San Marcos Springs,1990-12-22,1990,12,22,118
08170000,San Marcos Springs,1990-12-23,1990,12,23,117
08170000,San Marcos Springs,1990-12-24,1990,12,24,117
08170000,San Marcos Springs,1990-12-25,1990,12,25,116
08170000,San Marcos Springs,1990-12-26,1990,12,26,116
08170000,San Marcos Springs,1990-12-27,1990,12,27,116
08170000,San Marcos Springs,1990-12-28,1990,12,28,116
08170000,San Marcos Springs,1990-12-29,1990,12,29,116
08170000,San Marcos Springs,1990-12-30,1990,12,30,116
08170000,San Marcos Springs,1990-12-31,1990,12,31,114
08170000,San Marcos Springs,1991-01-01,1991,1,1,114
08170000,San Marcos Springs,1991-01-02,1991,1,2,114
08170000,San Marcos Springs,1991-01-03,1991,1,3,115
08170000,San Marcos Springs,1991-01-04,1991,1,4,115
08170000,San Marcos Springs,1991-01-05,1991,1,5,115
08170000,San Marcos Springs,1991-01-06,1991,1,6,116
08170000,San Marcos Springs,1991-01-07,1991,1,7,116
08170000,San Marcos Springs,1991-01-08,1991,1,8,116
08170000,San Marcos Springs,1991-01-09,1991,1,9,116
08170000,San Marcos Springs,1991-01-10,1991,1,10,150
08170000,San Marcos Springs,1991-01-11,1991,1,11,174
08170000,San Marcos Springs,1991-01-12,1991,1,12,179
08170000,San Marcos Springs,1991-01-13,1991,1,13,180
08170000,San Marcos Springs,1991-01-14,1991,1,14,180
08170000,San Marcos Springs,1991-01-15,1991,1,15,180
08170000,San Marcos Springs,1991-01-16,1991,1,16,180
08170000,San Marcos Springs,1991-01-17,1991,1,17,180
08170000,San Marcos Springs,1991-01-18,1991,1,18,180
08170000,San Marcos Springs,1991-01-19,1991,1,19,180
08170000,San Marcos Springs,1991-01-20,1991,1,20,183
08170000,San Marcos Springs,1991-01-21,1991,1,21,183
08170000,San Marcos Springs,1991-01-22,1991,1,22,185
08170000,San Marcos Springs,1991-01-23,1991,1,23,185
08170000,San Marcos Springs,1991-01-24,1991,1,24,186
08170000,San Marcos Springs,1991-01-25,1991,1,25,186
08170000,San Marcos Springs,1991-01-26,1991,1,26,186
08170000,San Marcos Springs,1991-01-27,1991,1,27,187
08170000,San Marcos Springs,1991-01-28,1991,1,28,187
08170000,San Marcos Springs,1991-01-29,1991,1,29,187
08170000,San Marcos Springs,1991-01-30,1991,1,30,187
08170000,San Marcos Springs,1991-01-31,1991,1,31,187
08170000,San Marcos Springs,1991-02-01,1991,2,1,187
08170000,San Marcos Springs,1991-02-02,1991,2,2,187
08170000,San Marcos Springs,1991-02-03,1991,2,3,186
08170000,San Marcos Springs,1991-02-04,1991,2,4,186
08170000,San Marcos Springs,1991-02-05,1991,2,5,187
08170000,San Marcos Springs,1991-02-06,1991,2,6,190
08170000,San Marcos Springs,1991-02-07,1991,2,7,192
08170000,San Marcos Springs,1991-02-08,1991,2,8,192
08170000,San Marcos Springs,1991-02-09,1991,2,9,193
08170000,San Marcos Springs,1991-02-10,1991,2,10,194
08170000,San Marcos Springs,1991-02-11,1991,2,11,194
08170000,San Marcos Springs,1991-02-12,1991,2,12,194
08170000,San Marcos Springs,1991-02-13,1991,2,13,195
08170000,San Marcos Springs,1991-02-14,1991,2,14,195
08170000,San Marcos Springs,1991-02-15,1991,2,15,195
08170000,San Marcos Springs,1991-02-16,1991,2,16,194
08170000,San Marcos Springs,1991-02-17,1991,2,17,195
08170000,San Marcos Springs,1991-02-18,1991,2,18,195
08170000,San Marcos Springs,1991-02-19,1991,2,19,195
08170000,San Marcos Springs,1991-02-20,1991,2,20,195
08170000,San Marcos Springs,1991-02-21,1991,2,21,195
08170000,San Marcos Springs,1991-02-22,1991,2,22,195
08170000,San Marcos Springs,1991-02-23,1991,2,23,195
08170000,San Marcos Springs,1991-02-24,1991,2,24,195
08170000,San Marcos Springs,1991-02-25,1991,2,25,195
08170000,San Marcos Springs,1991-02-26,1991,2,26,195
08170000,San Marcos Springs,1991-02-27,1991,2,27,195
08170000,San Marcos Springs,1991-02-28,1991,2,28,195
08170000,San Marcos Springs,1991-03-01,1991,3,1,195
08170000,San Marcos Springs,1991-03-02,1991,3,2,194
08170000,San Marcos Springs,1991-03-03,1991,3,3,195
08170000,San Marcos Springs,1991-03-04,1991,3,4,194
08170000,San Marcos Springs,1991-03-05,1991,3,5,194
08170000,San Marcos Springs,1991-03-06,1991,3,6,194
08170000,San Marcos Springs,1991-03-07,1991,3,7,193
08170000,San Marcos Springs,1991-03-08,1991,3,8,193
08170000,San Marcos Springs,1991-03-09,1991,3,9,193
08170000,San Marcos Springs,1991-03-10,1991,3,10,192
08170000,San Marcos Springs,1991-03-11,1991,3,11,192
08170000,San Marcos Springs,1991-03-12,1991,3,12,192
08170000,San Marcos Springs,1991-03-13,1991,3,13,192
08170000,San Marcos Springs,1991-03-14,1991,3,14,192
08170000,San Marcos Springs,1991-03-15,1991,3,15,191
08170000,San Marcos Springs,1991-03-16,1991,3,16,191
08170000,San Marcos Springs,1991-03-17,1991,3,17,191
08170000,San Marcos Springs,1991-03-18,1991,3,18,192
08170000,San Marcos Springs,1991-03-19,1991,3,19,193
08170000,San Marcos Springs,1991-03-20,1991,3,20,194
08170000,San Marcos Springs,1991-03-21,1991,3,21,194
08170000,San Marcos Springs,1991-03-22,1991,3,22,195
08170000,San Marcos Springs,1991-03-23,1991,3,23,194
08170000,San Marcos Springs,1991-03-24,1991,3,24,194
08170000,San Marcos Springs,1991-03-25,1991,3,25,194
08170000,San Marcos Springs,1991-03-26,1991,3,26,194
08170000,San Marcos Springs,1991-03-27,1991,3,27,194
08170000,San Marcos Springs,1991-03-28,1991,3,28,194
08170000,San Marcos Springs,1991-03-29,1991,3,29,194
08170000,San Marcos Springs,1991-03-30,1991,3,30,193
08170000,San Marcos Springs,1991-03-31,1991,3,31,193
08170000,San Marcos Springs,1991-04-01,1991,4,1,192
08170000,San Marcos Springs,1991-04-02,1991,4,2,193
08170000,San Marcos Springs,1991-04-03,1991,4,3,192
08170000,San Marcos Springs,1991-04-04,1991,4,4,192
08170000,San Marcos Springs,1991-04-05,1991,4,5,191
08170000,San Marcos Springs,1991-04-06,1991,4,6,192
08170000,San Marcos Springs,1991-04-07,1991,4,7,198
08170000,San Marcos Springs,1991-04-08,1991,4,8,203
08170000,San Marcos Springs,1991-04-09,1991,4,9,206
08170000,San Marcos Springs,1991-04-10,1991,4,10,207
08170000,San Marcos Springs,1991-04-11,1991,4,11,209
08170000,San Marcos Springs,1991-04-12,1991,4,12,210
08170000,San Marcos Springs,1991-04-13,1991,4,13,210
08170000,San Marcos Springs,1991-04-14,1991,4,14,211
08170000,San Marcos Springs,1991-04-15,1991,4,15,212
08170000,San Marcos Springs,1991-04-16,1991,4,16,214
08170000,San Marcos Springs,1991-04-17,1991,4,17,215
08170000,San Marcos Springs,1991-04-18,1991,4,18,216
08170000,San Marcos Springs,1991-04-19,1991,4,19,216
08170000,San Marcos Springs,1991-04-20,1991,4,20,216
08170000,San Marcos Springs,1991-04-21,1991,4,21,216
08170000,San Marcos Springs,1991-04-22,1991,4,22,216
08170000,San Marcos Springs,1991-04-23,1991,4,23,216
08170000,San Marcos Springs,1991-04-24,1991,4,24,216
08170000,San Marcos Springs,1991-04-25,1991,4,25,216
08170000,San Marcos Springs,1991-04-26,1991,4,26,216
08170000,San Marcos Springs,1991-04-27,1991,4,27,216
08170000,San Marcos Springs,1991-04-28,1991,4,28,216
08170000,San Marcos Springs,1991-04-29,1991,4,29,216
08170000,San Marcos Springs,1991-04-30,1991,4,30,216
08170000,San Marcos Springs,1991-05-01,1991,5,1,215
08170000,San Marcos Springs,1991-05-02,1991,5,2,214
08170000,San Marcos Springs,1991-05-03,1991,5,3,214
08170000,San Marcos Springs,1991-05-04,1991,5,4,215
08170000,San Marcos Springs,1991-05-05,1991,5,5,216
08170000,San Marcos Springs,1991-05-06,1991,5,6,217
08170000,San Marcos Springs,1991-05-07,1991,5,7,217
08170000,San Marcos Springs,1991-05-08,1991,5,8,217
08170000,San Marcos Springs,1991-05-09,1991,5,9,218
08170000,San Marcos Springs,1991-05-10,1991,5,10,220
08170000,San Marcos Springs,1991-05-11,1991,5,11,222
08170000,San Marcos Springs,1991-05-12,1991,5,12,223
08170000,San Marcos Springs,1991-05-13,1991,5,13,223
08170000,San Marcos Springs,1991-05-14,1991,5,14,224
08170000,San Marcos Springs,1991-05-15,1991,5,15,225
08170000,San Marcos Springs,1991-05-16,1991,5,16,225
08170000,San Marcos Springs,1991-05-17,1991,5,17,225
08170000,San Marcos Springs,1991-05-18,1991,5,18,225
08170000,San Marcos Springs,1991-05-19,1991,5,19,225
08170000,San Marcos Springs,1991-05-20,1991,5,20,225
08170000,San Marcos Springs,1991-05-21,1991,5,21,225
08170000,San Marcos Springs,1991-05-22,1991,5,22,225
08170000,San Marcos Springs,1991-05-23,1991,5,23,225
08170000,San Marcos Springs,1991-05-24,1991,5,24,225
08170000,San Marcos Springs,1991-05-25,1991,5,25,225
08170000,San Marcos Springs,1991-05-26,1991,5,26,224
08170000,San Marcos Springs,1991-05-27,1991,5,27,224
08170000,San Marcos Springs,1991-05-28,1991,5,28,224
