site_no,gage_name,Date,year,month,day,cfs
08168710,Comal Springs,1971-10-26,1971,10,26,278
08168710,Comal Springs,1971-10-27,1971,10,27,274
08168710,Comal Springs,1971-10-28,1971,10,28,278
08168710,Comal Springs,1971-10-29,1971,10,29,278
08168710,Comal Springs,1971-10-30,1971,10,30,278
08168710,Comal Springs,1971-10-31,1971,10,31,282
08168710,Comal Springs,1971-11-01,1971,11,1,282
08168710,Comal Springs,1971-11-02,1971,11,2,282
08168710,Comal Springs,1971-11-03,1971,11,3,282
08168710,Comal Springs,1971-11-04,1971,11,4,282
08168710,Comal Springs,1971-11-05,1971,11,5,286
08168710,Comal Springs,1971-11-06,1971,11,6,286
08168710,Comal Springs,1971-11-07,1971,11,7,282
08168710,Comal Springs,1971-11-08,1971,11,8,282
08168710,Comal Springs,1971-11-09,1971,11,9,284
08168710,Comal Springs,1971-11-10,1971,11,10,286
08168710,Comal Springs,1971-11-11,1971,11,11,290
08168710,Comal Springs,1971-11-12,1971,11,12,286
08168710,Comal Springs,1971-11-13,1971,11,13,290
08168710,Comal Springs,1971-11-14,1971,11,14,290
08168710,Comal Springs,1971-11-15,1971,11,15,290
08168710,Comal Springs,1971-11-16,1971,11,16,290
08168710,Comal Springs,1971-11-17,1971,11,17,290
08168710,Comal Springs,1971-11-18,1971,11,18,290
08168710,Comal Springs,1971-11-19,1971,11,19,292
08168710,Comal Springs,1971-11-20,1971,11,20,294
08168710,Comal Springs,1971-11-21,1971,11,21,299
08168710,Comal Springs,1971-11-22,1971,11,22,299
08168710,Comal Springs,1971-11-23,1971,11,23,304
08168710,Comal Springs,1971-11-24,1971,11,24,304
08168710,Comal Springs,1971-11-25,1971,11,25,299
08168710,Comal Springs,1971-11-26,1971,11,26,299
08168710,Comal Springs,1971-11-27,1971,11,27,304
08168710,Comal Springs,1971-11-28,1971,11,28,304
08168710,Comal Springs,1971-11-29,1971,11,29,304
08168710,Comal Springs,1971-11-30,1971,11,30,304
08168710,Comal Springs,1971-12-01,1971,12,1,299
08168710,Comal Springs,1971-12-02,1971,12,2,304
08168710,Comal Springs,1971-12-03,1971,12,3,304
08168710,Comal Springs,1971-12-04,1971,12,4,304
08168710,Comal Springs,1971-12-05,1971,12,5,304
08168710,Comal Springs,1971-12-06,1971,12,6,308
08168710,Comal Springs,1971-12-07,1971,12,7,313
08168710,Comal Springs,1971-12-08,1971,12,8,317
08168710,Comal Springs,1971-12-09,1971,12,9,312
08168710,Comal Springs,1971-12-10,1971,12,10,317
08168710,Comal Springs,1971-12-11,1971,12,11,317
08168710,Comal Springs,1971-12-12,1971,12,12,312
08168710,Comal Springs,1971-12-13,1971,12,13,312
08168710,Comal Springs,1971-12-14,1971,12,14,312
08168710,Comal Springs,1971-12-15,1971,12,15,312
08168710,Comal Springs,1971-12-16,1971,12,16,312
08168710,Comal Springs,1971-12-17,1971,12,17,317
08168710,Comal Springs,1971-12-18,1971,12,18,317
08168710,Comal Springs,1971-12-19,1971,12,19,317
08168710,Comal Springs,1971-12-20,1971,12,20,317
08168710,Comal Springs,1971-12-21,1971,12,21,317
08168710,Comal Springs,1971-12-22,1971,12,22,322
08168710,Comal Springs,1971-12-23,1971,12,23,317
08168710,Comal Springs,1971-12-24,1971,12,24,322
08168710,Comal Springs,1971-12-25,1971,12,25,322
08168710,Comal Springs,1971-12-26,1971,12,26,322
08168710,Comal Springs,1971-12-27,1971,12,27,326
08168710,Comal Springs,1971-12-28,1971,12,28,326
08168710,Comal Springs,1971-12-29,1971,12,29,326
08168710,Comal Springs,1971-12-30,1971,12,30,326
08168710,Comal Springs,1971-12-31,1971,12,31,326
08168710,Comal Springs,1972-01-01,1972,1,1,326
08168710,Comal Springs,1972-01-02,1972,1,2,330
08168710,Comal Springs,1972-01-03,1972,1,3,326
08168710,Comal Springs,1972-01-04,1972,1,4,322
08168710,Comal Springs,1972-01-05,1972,1,5,322
08168710,Comal Springs,1972-01-06,1972,1,6,317
08168710,Comal Springs,1972-01-07,1972,1,7,317
08168710,Comal Springs,1972-01-08,1972,1,8,317
08168710,Comal Springs,1972-01-09,1972,1,9,322
08168710,Comal Springs,1972-01-10,1972,1,10,322
08168710,Comal Springs,1972-01-11,1972,1,11,322
08168710,Comal Springs,1972-01-12,1972,1,12,317
08168710,Comal Springs,1972-01-13,1972,1,13,322
08168710,Comal Springs,1972-01-14,1972,1,14,322
08168710,Comal Springs,1972-01-15,1972,1,15,322
08168710,Comal Springs,1972-01-16,1972,1,16,317
08168710,Comal Springs,1972-01-17,1972,1,17,322
08168710,Comal Springs,1972-01-18,1972,1,18,322
08168710,Comal Springs,1972-01-19,1972,1,19,322
08168710,Comal Springs,1972-01-20,1972,1,20,322
08168710,Comal Springs,1972-01-21,1972,1,21,322
08168710,Comal Springs,1972-01-22,1972,1,22,322
08168710,Comal Springs,1972-01-23,1972,1,23,322
08168710,Comal Springs,1972-01-24,1972,1,24,322
08168710,Comal Springs,1972-01-25,1972,1,25,326
08168710,Comal Springs,1972-01-26,1972,1,26,322
08168710,Comal Springs,1972-01-27,1972,1,27,322
08168710,Comal Springs,1972-01-28,1972,1,28,322
08168710,Comal Springs,1972-01-29,1972,1,29,322
08168710,Comal Springs,1972-01-30,1972,1,30,322
08168710,Comal Springs,1972-01-31,1972,1,31,326
08168710,Comal Springs,1972-02-01,1972,2,1,322
08168710,Comal Springs,1972-02-02,1972,2,2,322
08168710,Comal Springs,1972-02-03,1972,2,3,322
08168710,Comal Springs,1972-02-04,1972,2,4,322
08168710,Comal Springs,1972-02-05,1972,2,5,322
08168710,Comal Springs,1972-02-06,1972,2,6,322
08168710,Comal Springs,1972-02-07,1972,2,7,322
08168710,Comal Springs,1972-02-08,1972,2,8,322
08168710,Comal Springs,1972-02-09,1972,2,9,322
08168710,Comal Springs,1972-02-10,1972,2,10,322
08168710,Comal Springs,1972-02-11,1972,2,11,322
08168710,Comal Springs,1972-02-12,1972,2,12,322
08168710,Comal Springs,1972-02-13,1972,2,13,322
08168710,Comal Springs,1972-02-14,1972,2,14,322
08168710,Comal Springs,1972-02-15,1972,2,15,322
08168710,Comal Springs,1972-02-16,1972,2,16,322
08168710,Comal Springs,1972-02-17,1972,2,17,322
08168710,Comal Springs,1972-02-18,1972,2,18,322
08168710,Comal Springs,1972-02-19,1972,2,19,322
08168710,Comal Springs,1972-02-20,1972,2,20,317
08168710,Comal Springs,1972-02-21,1972,2,21,310
08168710,Comal Springs,1972-02-22,1972,2,22,304
08168710,Comal Springs,1972-02-23,1972,2,23,308
08168710,Comal Springs,1972-02-24,1972,2,24,308
08168710,Comal Springs,1972-02-25,1972,2,25,308
08168710,Comal Springs,1972-02-26,1972,2,26,310
08168710,Comal Springs,1972-02-27,1972,2,27,312
08168710,Comal Springs,1972-02-28,1972,2,28,317
08168710,Comal Springs,1972-02-29,1972,2,29,312
08168710,Comal Springs,1972-03-01,1972,3,1,312
08168710,Comal Springs,1972-03-02,1972,3,2,308
08168710,Comal Springs,1972-03-03,1972,3,3,308
08168710,Comal Springs,1972-03-04,1972,3,4,308
08168710,Comal Springs,1972-03-05,1972,3,5,308
08168710,Comal Springs,1972-03-06,1972,3,6,308
08168710,Comal Springs,1972-03-07,1972,3,7,308
08168710,Comal Springs,1972-03-08,1972,3,8,308
08168710,Comal Springs,1972-03-09,1972,3,9,308
08168710,Comal Springs,1972-03-10,1972,3,10,308
08168710,Comal Springs,1972-03-11,1972,3,11,308
08168710,Comal Springs,1972-03-12,1972,3,12,304
08168710,Comal Springs,1972-03-13,1972,3,13,304
08168710,Comal Springs,1972-03-14,1972,3,14,304
08168710,Comal Springs,1972-03-15,1972,3,15,304
08168710,Comal Springs,1972-03-16,1972,3,16,308
08168710,Comal Springs,1972-03-17,1972,3,17,308
08168710,Comal Springs,1972-03-18,1972,3,18,308
08168710,Comal Springs,1972-03-19,1972,3,19,304
08168710,Comal Springs,1972-03-20,1972,3,20,304
08168710,Comal Springs,1972-03-21,1972,3,21,299
08168710,Comal Springs,1972-03-22,1972,3,22,299
08168710,Comal Springs,1972-03-23,1972,3,23,294
08168710,Comal Springs,1972-03-24,1972,3,24,290
08168710,Comal Springs,1972-03-25,1972,3,25,290
08168710,Comal Springs,1972-03-26,1972,3,26,294
08168710,Comal Springs,1972-03-27,1972,3,27,290
08168710,Comal Springs,1972-03-28,1972,3,28,290
08168710,Comal Springs,1972-03-29,1972,3,29,290
08168710,Comal Springs,1972-03-30,1972,3,30,286
08168710,Comal Springs,1972-03-31,1972,3,31,282
08168710,Comal Springs,1972-04-01,1972,4,1,282
08168710,Comal Springs,1972-04-02,1972,4,2,282
08168710,Comal Springs,1972-04-03,1972,4,3,282
08168710,Comal Springs,1972-04-04,1972,4,4,282
08168710,Comal Springs,1972-04-05,1972,4,5,278
08168710,Comal Springs,1972-04-06,1972,4,6,282
08168710,Comal Springs,1972-04-07,1972,4,7,278
08168710,Comal Springs,1972-04-08,1972,4,8,274
08168710,Comal Springs,1972-04-09,1972,4,9,270
08168710,Comal Springs,1972-04-10,1972,4,10,270
08168710,Comal Springs,1972-04-11,1972,4,11,270
08168710,Comal Springs,1972-04-12,1972,4,12,266
08168710,Comal Springs,1972-04-13,1972,4,13,262
08168710,Comal Springs,1972-04-14,1972,4,14,262
08168710,Comal Springs,1972-04-15,1972,4,15,258
08168710,Comal Springs,1972-04-16,1972,4,16,254
08168710,Comal Springs,1972-04-17,1972,4,17,254
08168710,Comal Springs,1972-04-18,1972,4,18,250
08168710,Comal Springs,1972-04-19,1972,4,19,250
08168710,Comal Springs,1972-04-20,1972,4,20,250
08168710,Comal Springs,1972-04-21,1972,4,21,246
08168710,Comal Springs,1972-04-22,1972,4,22,246
08168710,Comal Springs,1972-04-23,1972,4,23,246
08168710,Comal Springs,1972-04-24,1972,4,24,246
08168710,Comal Springs,1972-04-25,1972,4,25,246
08168710,Comal Springs,1972-04-26,1972,4,26,246
08168710,Comal Springs,1972-04-27,1972,4,27,242
08168710,Comal Springs,1972-04-28,1972,4,28,244
08168710,Comal Springs,1972-04-29,1972,4,29,246
08168710,Comal Springs,1972-04-30,1972,4,30,250
08168710,Comal Springs,1972-05-01,1972,5,1,254
08168710,Comal Springs,1972-05-02,1972,5,2,254
08168710,Comal Springs,1972-05-03,1972,5,3,252
08168710,Comal Springs,1972-05-04,1972,5,4,250
08168710,Comal Springs,1972-05-05,1972,5,5,246
08168710,Comal Springs,1972-05-06,1972,5,6,242
08168710,Comal Springs,1972-05-07,1972,5,7,252
08168710,Comal Springs,1972-05-08,1972,5,8,263
08168710,Comal Springs,1972-05-09,1972,5,9,274
08168710,Comal Springs,1972-05-10,1972,5,10,286
08168710,Comal Springs,1972-05-11,1972,5,11,294
08168710,Comal Springs,1972-05-12,1972,5,12,303
08168710,Comal Springs,1972-05-13,1972,5,13,312
08168710,Comal Springs,1972-05-14,1972,5,14,321
08168710,Comal Springs,1972-05-15,1972,5,15,330
08168710,Comal Springs,1972-05-16,1972,5,16,340
08168710,Comal Springs,1972-05-17,1972,5,17,349
08168710,Comal Springs,1972-05-18,1972,5,18,360
08168710,Comal Springs,1972-05-19,1972,5,19,370
08168710,Comal Springs,1972-05-20,1972,5,20,365
08168710,Comal Springs,1972-05-21,1972,5,21,365
08168710,Comal Springs,1972-05-22,1972,5,22,360
08168710,Comal Springs,1972-05-23,1972,5,23,360
08168710,Comal Springs,1972-05-24,1972,5,24,368
08168710,Comal Springs,1972-05-25,1972,5,25,376
08168710,Comal Springs,1972-05-26,1972,5,26,385
08168710,Comal Springs,1972-05-27,1972,5,27,390
08168710,Comal Springs,1972-05-28,1972,5,28,378
08168710,Comal Springs,1972-05-29,1972,5,29,366
08168710,Comal Springs,1972-05-30,1972,5,30,355
08168710,Comal Springs,1972-05-31,1972,5,31,355
08168710,Comal Springs,1972-06-01,1972,6,1,352
08168710,Comal Springs,1972-06-02,1972,6,2,350
08168710,Comal Springs,1972-06-03,1972,6,3,345
08168710,Comal Springs,1972-06-04,1972,6,4,340
08168710,Comal Springs,1972-06-05,1972,6,5,335
08168710,Comal Springs,1972-06-06,1972,6,6,335
08168710,Comal Springs,1972-06-07,1972,6,7,335
08168710,Comal Springs,1972-06-08,1972,6,8,335
08168710,Comal Springs,1972-06-09,1972,6,9,330
08168710,Comal Springs,1972-06-10,1972,6,10,332
08168710,Comal Springs,1972-06-11,1972,6,11,335
08168710,Comal Springs,1972-06-12,1972,6,12,335
08168710,Comal Springs,1972-06-13,1972,6,13,335
08168710,Comal Springs,1972-06-14,1972,6,14,330
08168710,Comal Springs,1972-06-15,1972,6,15,330
08168710,Comal Springs,1972-06-16,1972,6,16,335
08168710,Comal Springs,1972-06-17,1972,6,17,336
08168710,Comal Springs,1972-06-18,1972,6,18,337
08168710,Comal Springs,1972-06-19,1972,6,19,338
08168710,Comal Springs,1972-06-20,1972,6,20,339
08168710,Comal Springs,1972-06-21,1972,6,21,340
08168710,Comal Springs,1972-06-22,1972,6,22,340
08168710,Comal Springs,1972-06-23,1972,6,23,340
08168710,Comal Springs,1972-06-24,1972,6,24,335
08168710,Comal Springs,1972-06-25,1972,6,25,335
08168710,Comal Springs,1972-06-26,1972,6,26,335
08168710,Comal Springs,1972-06-27,1972,6,27,330
08168710,Comal Springs,1972-06-28,1972,6,28,323
08168710,Comal Springs,1972-06-29,1972,6,29,317
08168710,Comal Springs,1972-06-30,1972,6,30,317
08168710,Comal Springs,1972-07-01,1972,7,1,317
08168710,Comal Springs,1972-07-02,1972,7,2,317
08168710,Comal Springs,1972-07-03,1972,7,3,322
08168710,Comal Springs,1972-07-04,1972,7,4,317
08168710,Comal Springs,1972-07-05,1972,7,5,322
08168710,Comal Springs,1972-07-06,1972,7,6,317
08168710,Comal Springs,1972-07-07,1972,7,7,312
08168710,Comal Springs,1972-07-08,1972,7,8,308
08168710,Comal Springs,1972-07-09,1972,7,9,312
08168710,Comal Springs,1972-07-10,1972,7,10,317
08168710,Comal Springs,1972-07-11,1972,7,11,314
08168710,Comal Springs,1972-07-12,1972,7,12,312
08168710,Comal Springs,1972-07-13,1972,7,13,312
08168710,Comal Springs,1972-07-14,1972,7,14,308
08168710,Comal Springs,1972-07-15,1972,7,15,312
08168710,Comal Springs,1972-07-16,1972,7,16,308
08168710,Comal Springs,1972-07-17,1972,7,17,312
08168710,Comal Springs,1972-07-18,1972,7,18,308
08168710,Comal Springs,1972-07-19,1972,7,19,308
08168710,Comal Springs,1972-07-20,1972,7,20,308
08168710,Comal Springs,1972-07-21,1972,7,21,308
08168710,Comal Springs,1972-07-22,1972,7,22,308
08168710,Comal Springs,1972-07-23,1972,7,23,304
08168710,Comal Springs,1972-07-24,1972,7,24,308
08168710,Comal Springs,1972-07-25,1972,7,25,308
08168710,Comal Springs,1972-07-26,1972,7,26,312
08168710,Comal Springs,1972-07-27,1972,7,27,305
08168710,Comal Springs,1972-07-28,1972,7,28,299
08168710,Comal Springs,1972-07-29,1972,7,29,303
08168710,Comal Springs,1972-07-30,1972,7,30,308
08168710,Comal Springs,1972-07-31,1972,7,31,303
08168710,Comal Springs,1972-08-01,1972,8,1,299
08168710,Comal Springs,1972-08-02,1972,8,2,304
08168710,Comal Springs,1972-08-03,1972,8,3,304
08168710,Comal Springs,1972-08-04,1972,8,4,308
08168710,Comal Springs,1972-08-05,1972,8,5,308
08168710,Comal Springs,1972-08-06,1972,8,6,308
08168710,Comal Springs,1972-08-07,1972,8,7,308
08168710,Comal Springs,1972-08-08,1972,8,8,312
08168710,Comal Springs,1972-08-09,1972,8,9,312
08168710,Comal Springs,1972-08-10,1972,8,10,312
08168710,Comal Springs,1972-08-11,1972,8,11,312
08168710,Comal Springs,1972-08-12,1972,8,12,308
08168710,Comal Springs,1972-08-13,1972,8,13,308
08168710,Comal Springs,1972-08-14,1972,8,14,312
08168710,Comal Springs,1972-08-15,1972,8,15,308
08168710,Comal Springs,1972-08-16,1972,8,16,308
08168710,Comal Springs,1972-08-17,1972,8,17,304
08168710,Comal Springs,1972-08-18,1972,8,18,299
08168710,Comal Springs,1972-08-19,1972,8,19,299
08168710,Comal Springs,1972-08-20,1972,8,20,304
08168710,Comal Springs,1972-08-21,1972,8,21,304
08168710,Comal Springs,1972-08-22,1972,8,22,299
08168710,Comal Springs,1972-08-23,1972,8,23,299
08168710,Comal Springs,1972-08-24,1972,8,24,299
08168710,Comal Springs,1972-08-25,1972,8,25,299
08168710,Comal Springs,1972-08-26,1972,8,26,299
08168710,Comal Springs,1972-08-27,1972,8,27,299
08168710,Comal Springs,1972-08-28,1972,8,28,304
08168710,Comal Springs,1972-08-29,1972,8,29,304
08168710,Comal Springs,1972-08-30,1972,8,30,304
08168710,Comal Springs,1972-08-31,1972,8,31,304
08168710,Comal Springs,1972-09-01,1972,9,1,304
08168710,Comal Springs,1972-09-02,1972,9,2,304
08168710,Comal Springs,1972-09-03,1972,9,3,304
08168710,Comal Springs,1972-09-04,1972,9,4,304
08168710,Comal Springs,1972-09-05,1972,9,5,304
08168710,Comal Springs,1972-09-06,1972,9,6,304
08168710,Comal Springs,1972-09-07,1972,9,7,299
08168710,Comal Springs,1972-09-08,1972,9,8,294
08168710,Comal Springs,1972-09-09,1972,9,9,294
08168710,Comal Springs,1972-09-10,1972,9,10,294
08168710,Comal Springs,1972-09-11,1972,9,11,299
08168710,Comal Springs,1972-09-12,1972,9,12,294
08168710,Comal Springs,1972-09-13,1972,9,13,294
08168710,Comal Springs,1972-09-14,1972,9,14,290
08168710,Comal Springs,1972-09-15,1972,9,15,294
08168710,Comal Springs,1972-09-16,1972,9,16,299
08168710,Comal Springs,1972-09-17,1972,9,17,294
08168710,Comal Springs,1972-09-18,1972,9,18,294
08168710,Comal Springs,1972-09-19,1972,9,19,290
08168710,Comal Springs,1972-09-20,1972,9,20,290
08168710,Comal Springs,1972-09-21,1972,9,21,290
08168710,Comal Springs,1972-09-22,1972,9,22,290
08168710,Comal Springs,1972-09-23,1972,9,23,290
08168710,Comal Springs,1972-09-24,1972,9,24,297
08168710,Comal Springs,1972-09-25,1972,9,25,304
08168710,Comal Springs,1972-09-26,1972,9,26,299
08168710,Comal Springs,1972-09-27,1972,9,27,304
08168710,Comal Springs,1972-09-28,1972,9,28,308
08168710,Comal Springs,1972-09-29,1972,9,29,301
08168710,Comal Springs,1972-09-30,1972,9,30,294
08168710,Comal Springs,1972-10-01,1972,10,1,299
08168710,Comal Springs,1972-10-02,1972,10,2,304
08168710,Comal Springs,1972-10-03,1972,10,3,306
08168710,Comal Springs,1972-10-04,1972,10,4,308
08168710,Comal Springs,1972-10-05,1972,10,5,308
08168710,Comal Springs,1972-10-06,1972,10,6,304
08168710,Comal Springs,1972-10-07,1972,10,7,304
08168710,Comal Springs,1972-10-08,1972,10,8,304
08168710,Comal Springs,1972-10-09,1972,10,9,304
08168710,Comal Springs,1972-10-10,1972,10,10,304
08168710,Comal Springs,1972-10-11,1972,10,11,299
08168710,Comal Springs,1972-10-12,1972,10,12,299
08168710,Comal Springs,1972-10-13,1972,10,13,299
08168710,Comal Springs,1972-10-14,1972,10,14,299
08168710,Comal Springs,1972-10-15,1972,10,15,299
08168710,Comal Springs,1972-10-16,1972,10,16,294
08168710,Comal Springs,1972-10-17,1972,10,17,296
08168710,Comal Springs,1972-10-18,1972,10,18,299
08168710,Comal Springs,1972-10-19,1972,10,19,294
08168710,Comal Springs,1972-10-20,1972,10,20,294
08168710,Comal Springs,1972-10-21,1972,10,21,294
08168710,Comal Springs,1972-10-22,1972,10,22,299
08168710,Comal Springs,1972-10-23,1972,10,23,303
08168710,Comal Springs,1972-10-24,1972,10,24,308
08168710,Comal Springs,1972-10-25,1972,10,25,304
08168710,Comal Springs,1972-10-26,1972,10,26,304
08168710,Comal Springs,1972-10-27,1972,10,27,304
08168710,Comal Springs,1972-10-28,1972,10,28,304
08168710,Comal Springs,1972-10-29,1972,10,29,308
08168710,Comal Springs,1972-10-30,1972,10,30,308
08168710,Comal Springs,1972-10-31,1972,10,31,308
08168710,Comal Springs,1972-11-01,1972,11,1,308
08168710,Comal Springs,1972-11-02,1972,11,2,310
08168710,Comal Springs,1972-11-03,1972,11,3,312
08168710,Comal Springs,1972-11-04,1972,11,4,312
08168710,Comal Springs,1972-11-05,1972,11,5,312
08168710,Comal Springs,1972-11-06,1972,11,6,312
08168710,Comal Springs,1972-11-07,1972,11,7,312
08168710,Comal Springs,1972-11-08,1972,11,8,312
08168710,Comal Springs,1972-11-09,1972,11,9,312
08168710,Comal Springs,1972-11-10,1972,11,10,312
08168710,Comal Springs,1972-11-11,1972,11,11,308
08168710,Comal Springs,1972-11-12,1972,11,12,312
08168710,Comal Springs,1972-11-13,1972,11,13,312
08168710,Comal Springs,1972-11-14,1972,11,14,314
08168710,Comal Springs,1972-11-15,1972,11,15,317
08168710,Comal Springs,1972-11-16,1972,11,16,317
08168710,Comal Springs,1972-11-17,1972,11,17,317
08168710,Comal Springs,1972-11-18,1972,11,18,317
08168710,Comal Springs,1972-11-19,1972,11,19,322
08168710,Comal Springs,1972-11-20,1972,11,20,326
08168710,Comal Springs,1972-11-21,1972,11,21,322
08168710,Comal Springs,1972-11-22,1972,11,22,322
08168710,Comal Springs,1972-11-23,1972,11,23,322
08168710,Comal Springs,1972-11-24,1972,11,24,326
08168710,Comal Springs,1972-11-25,1972,11,25,328
08168710,Comal Springs,1972-11-26,1972,11,26,330
08168710,Comal Springs,1972-11-27,1972,11,27,330
08168710,Comal Springs,1972-11-28,1972,11,28,330
08168710,Comal Springs,1972-11-29,1972,11,29,326
08168710,Comal Springs,1972-11-30,1972,11,30,326
08168710,Comal Springs,1972-12-01,1972,12,1,326
08168710,Comal Springs,1972-12-02,1972,12,2,326
08168710,Comal Springs,1972-12-03,1972,12,3,326
08168710,Comal Springs,1972-12-04,1972,12,4,326
08168710,Comal Springs,1972-12-05,1972,12,5,322
08168710,Comal Springs,1972-12-06,1972,12,6,326
08168710,Comal Springs,1972-12-07,1972,12,7,322
08168710,Comal Springs,1972-12-08,1972,12,8,326
08168710,Comal Springs,1972-12-09,1972,12,9,326
08168710,Comal Springs,1972-12-10,1972,12,10,322
08168710,Comal Springs,1972-12-11,1972,12,11,322
08168710,Comal Springs,1972-12-12,1972,12,12,322
08168710,Comal Springs,1972-12-13,1972,12,13,322
08168710,Comal Springs,1972-12-14,1972,12,14,322
08168710,Comal Springs,1972-12-15,1972,12,15,322
08168710,Comal Springs,1972-12-16,1972,12,16,322
08168710,Comal Springs,1972-12-17,1972,12,17,322
08168710,Comal Springs,1972-12-18,1972,12,18,322
08168710,Comal Springs,1972-12-19,1972,12,19,322
08168710,Comal Springs,1972-12-20,1972,12,20,322
08168710,Comal Springs,1972-12-21,1972,12,21,322
08168710,Comal Springs,1972-12-22,1972,12,22,322
08168710,Comal Springs,1972-12-23,1972,12,23,322
08168710,Comal Springs,1972-12-24,1972,12,24,322
08168710,Comal Springs,1972-12-25,1972,12,25,322
08168710,Comal Springs,1972-12-26,1972,12,26,322
08168710,Comal Springs,1972-12-27,1972,12,27,322
08168710,Comal Springs,1972-12-28,1972,12,28,317
08168710,Comal Springs,1972-12-29,1972,12,29,317
08168710,Comal Springs,1972-12-30,1972,12,30,322
08168710,Comal Springs,1972-12-31,1972,12,31,322
08168710,Comal Springs,1973-01-01,1973,1,1,322
08168710,Comal Springs,1973-01-02,1973,1,2,326
08168710,Comal Springs,1973-01-03,1973,1,3,330
08168710,Comal Springs,1973-01-04,1973,1,4,330
08168710,Comal Springs,1973-01-05,1973,1,5,326
08168710,Comal Springs,1973-01-06,1973,1,6,326
08168710,Comal Springs,1973-01-07,1973,1,7,322
08168710,Comal Springs,1973-01-08,1973,1,8,326
08168710,Comal Springs,1973-01-09,1973,1,9,322
08168710,Comal Springs,1973-01-10,1973,1,10,322
08168710,Comal Springs,1973-01-11,1973,1,11,322
08168710,Comal Springs,1973-01-12,1973,1,12,326
08168710,Comal Springs,1973-01-13,1973,1,13,322
08168710,Comal Springs,1973-01-14,1973,1,14,322
08168710,Comal Springs,1973-01-15,1973,1,15,322
08168710,Comal Springs,1973-01-16,1973,1,16,322
08168710,Comal Springs,1973-01-17,1973,1,17,322
08168710,Comal Springs,1973-01-18,1973,1,18,322
08168710,Comal Springs,1973-01-19,1973,1,19,322
08168710,Comal Springs,1973-01-20,1973,1,20,326
08168710,Comal Springs,1973-01-21,1973,1,21,326
08168710,Comal Springs,1973-01-22,1973,1,22,326
08168710,Comal Springs,1973-01-23,1973,1,23,326
08168710,Comal Springs,1973-01-24,1973,1,24,322
08168710,Comal Springs,1973-01-25,1973,1,25,322
08168710,Comal Springs,1973-01-26,1973,1,26,325
08168710,Comal Springs,1973-01-27,1973,1,27,327
08168710,Comal Springs,1973-01-28,1973,1,28,330
08168710,Comal Springs,1973-01-29,1973,1,29,326
08168710,Comal Springs,1973-01-30,1973,1,30,326
08168710,Comal Springs,1973-01-31,1973,1,31,326
08168710,Comal Springs,1973-02-01,1973,2,1,326
08168710,Comal Springs,1973-02-02,1973,2,2,326
08168710,Comal Springs,1973-02-03,1973,2,3,322
08168710,Comal Springs,1973-02-04,1973,2,4,322
08168710,Comal Springs,1973-02-05,1973,2,5,317
08168710,Comal Springs,1973-02-06,1973,2,6,317
08168710,Comal Springs,1973-02-07,1973,2,7,312
08168710,Comal Springs,1973-02-08,1973,2,8,312
08168710,Comal Springs,1973-02-09,1973,2,9,317
08168710,Comal Springs,1973-02-10,1973,2,10,317
08168710,Comal Springs,1973-02-11,1973,2,11,317
08168710,Comal Springs,1973-02-12,1973,2,12,317
08168710,Comal Springs,1973-02-13,1973,2,13,317
08168710,Comal Springs,1973-02-14,1973,2,14,317
08168710,Comal Springs,1973-02-15,1973,2,15,317
08168710,Comal Springs,1973-02-16,1973,2,16,317
08168710,Comal Springs,1973-02-17,1973,2,17,317
08168710,Comal Springs,1973-02-18,1973,2,18,323
08168710,Comal Springs,1973-02-19,1973,2,19,330
08168710,Comal Springs,1973-02-20,1973,2,20,326
08168710,Comal Springs,1973-02-21,1973,2,21,322
08168710,Comal Springs,1973-02-22,1973,2,22,328
08168710,Comal Springs,1973-02-23,1973,2,23,333
08168710,Comal Springs,1973-02-24,1973,2,24,339
08168710,Comal Springs,1973-02-25,1973,2,25,345
08168710,Comal Springs,1973-02-26,1973,2,26,340
08168710,Comal Springs,1973-02-27,1973,2,27,340
08168710,Comal Springs,1973-02-28,1973,2,28,340
08168710,Comal Springs,1973-03-01,1973,3,1,340
08168710,Comal Springs,1973-03-02,1973,3,2,345
08168710,Comal Springs,1973-03-03,1973,3,3,340
08168710,Comal Springs,1973-03-04,1973,3,4,340
08168710,Comal Springs,1973-03-05,1973,3,5,340
08168710,Comal Springs,1973-03-06,1973,3,6,340
08168710,Comal Springs,1973-03-07,1973,3,7,340
08168710,Comal Springs,1973-03-08,1973,3,8,345
08168710,Comal Springs,1973-03-09,1973,3,9,340
08168710,Comal Springs,1973-03-10,1973,3,10,340
08168710,Comal Springs,1973-03-11,1973,3,11,335
08168710,Comal Springs,1973-03-12,1973,3,12,340
08168710,Comal Springs,1973-03-13,1973,3,13,342
08168710,Comal Springs,1973-03-14,1973,3,14,345
08168710,Comal Springs,1973-03-15,1973,3,15,345
08168710,Comal Springs,1973-03-16,1973,3,16,345
08168710,Comal Springs,1973-03-17,1973,3,17,345
08168710,Comal Springs,1973-03-18,1973,3,18,340
08168710,Comal Springs,1973-03-19,1973,3,19,335
08168710,Comal Springs,1973-03-20,1973,3,20,330
08168710,Comal Springs,1973-03-21,1973,3,21,330
08168710,Comal Springs,1973-03-22,1973,3,22,330
08168710,Comal Springs,1973-03-23,1973,3,23,330
08168710,Comal Springs,1973-03-24,1973,3,24,335
08168710,Comal Springs,1973-03-25,1973,3,25,340
