date,val,site
2022-09-03,122,Comal
2022-09-02,121,Comal
2022-09-01,121,Comal
2022-08-31,121,Comal
2022-08-30,120,Comal
2022-08-29,120,Comal
2022-08-28,120,Comal
2022-08-27,120,Comal
2022-08-26,119,Comal
2022-08-25,118,Comal
2022-08-24,118,Comal
2022-08-23,113,Comal
2022-08-22,111,Comal
2022-08-21,108,Comal
2022-08-20,106,Comal
2022-08-19,104,Comal
2022-08-18,103,Comal
2022-08-17,101,Comal
2022-08-16,100,Comal
2022-08-15,99,Comal
2022-08-14,98,Comal
2022-08-13,98,Comal
2022-08-12,95,Comal
2022-08-11,96,Comal
2022-08-10,96,Comal
2022-08-09,95,Comal
2022-08-08,93,Comal
2022-08-07,92,Comal
2022-08-06,91,Comal
2022-08-05,89,Comal
2022-08-04,92,Comal
2022-08-03,94,Comal
2022-08-02,96,Comal
2022-08-01,99,Comal
2022-07-31,101,Comal
2022-07-30,102,Comal
2022-07-29,104,Comal
2022-07-28,106,Comal
2022-07-27,108,Comal
2022-07-26,108,Comal
2022-07-25,109,Comal
2022-07-24,109,Comal
2022-07-23,110,Comal
2022-07-22,110,Comal
2022-07-21,110,Comal
2022-07-20,111,Comal
2022-07-19,110,Comal
2022-07-18,110,Comal
2022-07-17,109,Comal
2022-07-16,109,Comal
2022-07-15,109,Comal
2022-07-14,109,Comal
2022-07-13,112,Comal
2022-07-12,114,Comal
2022-07-11,117,Comal
2022-07-10,120,Comal
2022-07-09,123,Comal
2022-07-08,126,Comal
2022-07-07,128,Comal
2022-07-06,129,Comal
2022-07-05,131,Comal
2022-07-04,131,Comal
2022-07-03,132,Comal
2022-07-02,132,Comal
2022-07-01,133,Comal
2022-06-30,133,Comal
2022-06-29,130,Comal
2022-06-28,127,Comal
2022-06-27,124,Comal
2022-06-26,124,Comal
2022-06-25,124,Comal
2022-06-24,124,Comal
2022-06-23,125,Comal
2022-06-22,128,Comal
2022-06-21,130,Comal
2022-06-20,133,Comal
2022-06-19,135,Comal
2022-06-18,138,Comal
2022-06-17,138,Comal
2022-06-16,140,Comal
2022-06-15,143,Comal
2022-06-14,145,Comal
2022-06-13,148,Comal
2022-06-12,149,Comal
