date,val,site
1/24/2024,129,San Marcos
1/24/2024,174,Comal
1/23/2024,842.95,J 27
1/23/2024,643.14,J 17
1/23/2024,115,San Marcos
1/23/2024,162,Comal
1/22/2024,842.95,J 27
1/22/2024,641.95,J 17
1/22/2024,102,San Marcos
1/22/2024,150,Comal
1/21/2024,842.93,J 27
1/21/2024,638.44,J 17
1/21/2024,89,San Marcos
1/21/2024,139,Comal
1/20/2024,842.9,J 27
1/20/2024,637.69,J 17
1/20/2024,88,San Marcos
1/20/2024,137,Comal
1/19/2024,842.95,J 27
1/19/2024,637.47,J 17
1/19/2024,88,San Marcos
1/19/2024,136,Comal
1/18/2024,843.09,J 27
1/18/2024,637.22,J 17
1/18/2024,88,San Marcos
1/18/2024,134,Comal
1/17/2024,843.05,J 27
1/17/2024,636.54,J 17
1/17/2024,88,San Marcos
1/17/2024,133,Comal
1/16/2024,842.97,J 27
1/16/2024,636.95,J 17
1/16/2024,88,San Marcos
1/16/2024,136,Comal
1/15/2024,843.03,J 27
1/15/2024,638.46,J 17
1/15/2024,88,San Marcos
1/15/2024,135,Comal
1/14/2024,843.08,J 27
1/14/2024,639.07,J 17
1/14/2024,89,San Marcos
1/14/2024,135,Comal
1/13/2024,843.11,J 27
1/13/2024,639.75,J 17
1/13/2024,89,San Marcos
1/13/2024,136,Comal
1/12/2024,843.18,J 27
1/12/2024,639.55,J 17
1/12/2024,89,San Marcos
1/12/2024,137,Comal
1/11/2024,843.21,J 27
1/11/2024,639.48,J 17
1/11/2024,89,San Marcos
1/11/2024,138,Comal
1/10/2024,843.22,J 27
1/10/2024,639.63,J 17
1/10/2024,89,San Marcos
1/10/2024,139,Comal
1/9/2024,843.23,J 27
1/9/2024,639.73,J 17
1/9/2024,89,San Marcos
1/9/2024,139,Comal
1/8/2024,843.26,J 27
1/8/2024,639.96,J 17
1/8/2024,89,San Marcos
1/8/2024,142,Comal
1/7/2024,843.23,J 27
1/7/2024,640.12,J 17
1/7/2024,88,San Marcos
1/7/2024,141,Comal
1/6/2024,843.24,J 27
1/6/2024,640.28,J 17
1/6/2024,88,San Marcos
1/6/2024,142,Comal
1/5/2024,843.25,J 27
1/5/2024,640.08,J 17
1/5/2024,88,San Marcos
1/5/2024,142,Comal
1/4/2024,843.23,J 27
1/4/2024,639.85,J 17
1/4/2024,87,San Marcos
1/4/2024,143,Comal
1/3/2024,87,San Marcos
1/3/2024,843.22,J 27
1/3/2024,639.82,J 17
1/3/2024,141,Comal
1/2/2024,86,San Marcos
1/2/2024,139,Comal
1/2/2024,843.23,J 27
1/2/2024,639.16,J 17
1/1/2024,85,San Marcos
1/1/2024,133,Comal
1/1/2024,843.28,J 27
1/1/2024,639.3,J 17
12/31/2023,85,San Marcos
12/31/2023,133,Comal
12/31/2023,843.3,J 27
12/31/2023,639.4,J 17
12/30/2023,85,San Marcos
12/30/2023,133,Comal
12/30/2023,843.32,J 27
12/30/2023,639.24,J 17
12/29/2023,85,San Marcos
12/29/2023,132,Comal
12/29/2023,843.36,J 27
12/29/2023,639.12,J 17
12/28/2023,85,San Marcos
12/28/2023,132,Comal
12/28/2023,843.39,J 27
12/28/2023,639.01,J 17
12/27/2023,85,San Marcos
12/27/2023,132,Comal
12/27/2023,843.41,J 27
12/27/2023,639.44,J 17
12/26/2023,85,San Marcos
12/26/2023,133,Comal
12/26/2023,843.55,J 27
12/26/2023,639.61,J 17
12/25/2023,85,San Marcos
12/25/2023,135,Comal
12/25/2023,843.55,J 27
12/25/2023,639.43,J 17
12/24/2023,85,San Marcos
12/24/2023,133,Comal
12/24/2023,843.56,J 27
12/24/2023,639.11,J 17
12/23/2023,84,San Marcos
12/23/2023,131,Comal
12/23/2023,843.53,J 27
12/23/2023,638.6,J 17
12/22/2023,84,San Marcos
12/22/2023,129,Comal
12/22/2023,843.5,J 27
12/22/2023,638.31,J 17
12/21/2023,84,San Marcos
12/21/2023,129,Comal
12/21/2023,843.39,J 27
12/21/2023,638.27,J 17
12/20/2023,84,San Marcos
12/20/2023,129,Comal
12/20/2023,843.39,J 27
12/20/2023,638.47,J 17
12/19/2023,84,San Marcos
12/19/2023,128,Comal
12/19/2023,843.4,J 27
12/19/2023,638.57,J 17
12/18/2023,84,San Marcos
12/18/2023,128,Comal
12/18/2023,843.41,J 27
12/18/2023,638.74,J 17
12/17/2023,84,San Marcos
12/17/2023,128,Comal
12/17/2023,843.42,J 27
12/17/2023,638.94,J 17
12/16/2023,84,San Marcos
12/16/2023,130,Comal
12/16/2023,843.39,J 27
12/16/2023,638.7,J 17
12/15/2023,85,San Marcos
12/15/2023,131,Comal
12/15/2023,843.37,J 27
12/15/2023,638.33,J 17
12/14/2023,85,San Marcos
12/14/2023,129,Comal
12/14/2023,843.35,J 27
12/14/2023,637.91,J 17
12/13/2023,84,San Marcos
12/13/2023,131,Comal
12/13/2023,843.33,J 27
12/13/2023,637.87,J 17
12/12/2023,84,San Marcos
12/12/2023,130,Comal
12/12/2023,843.32,J 27
12/12/2023,637.84,J 17
12/11/2023,85,San Marcos
12/11/2023,131,Comal
12/11/2023,843.33,J 27
12/11/2023,638.01,J 17
12/10/2023,130,Comal
12/10/2023,85,San Marcos
12/10/2023,843.32,J 27
12/10/2023,637.81,J 17
12/9/2023,130,Comal
12/9/2023,86,San Marcos
12/9/2023,843.38,J 27
12/9/2023,637.96,J 17
12/8/2023,130,Comal
12/8/2023,85,San Marcos
12/8/2023,843.39,J 27
12/8/2023,637.69,J 17
12/7/2023,129,Comal
12/7/2023,85,San Marcos
12/7/2023,843.39,J 27
12/7/2023,637.5,J 17
12/6/2023,129,Comal
12/6/2023,84,San Marcos
12/6/2023,843.37,J 27
12/6/2023,637.38,J 17
12/5/2023,127,Comal
12/5/2023,85,San Marcos
12/5/2023,843.37,J 27
12/5/2023,637.48,J 17
12/4/2023,126,Comal
12/4/2023,85,San Marcos
12/4/2023,843.33,J 27
12/4/2023,637.59,J 17
12/3/2023,126,Comal
12/3/2023,86,San Marcos
12/3/2023,843.41,J 27
12/3/2023,637.9,J 17
12/2/2023,126,Comal
12/2/2023,86,San Marcos
12/2/2023,843.36,J 27
12/2/2023,637.81,J 17
12/1/2023,124,Comal
12/1/2023,86,San Marcos
12/1/2023,843.48,J 27
12/1/2023,637.32,J 17
11/30/2023,122,Comal
11/30/2023,86,San Marcos
11/30/2023,843.46,J 27
11/30/2023,636.65,J 17
11/29/2023,122,Comal
11/29/2023,86,San Marcos
11/29/2023,843.43,J 27
11/29/2023,636.52,J 17
11/28/2023,122,Comal
11/28/2023,86,San Marcos
11/28/2023,843.37,J 27
11/28/2023,637.04,J 17
11/27/2023,120,Comal
11/27/2023,86,San Marcos
11/27/2023,843.36,J 27
11/27/2023,637.34,J 17
11/26/2023,119,Comal
11/26/2023,86,San Marcos
11/26/2023,843.34,J 27
11/26/2023,637.7,J 17
11/25/2023,118,Comal
11/25/2023,87,San Marcos
11/25/2023,843.22,J 27
11/25/2023,637.47,J 17
11/24/2023,117,Comal
11/24/2023,87,San Marcos
11/24/2023,843.19,J 27
11/24/2023,637.12,J 17
11/23/2023,115,Comal
11/23/2023,87,San Marcos
11/23/2023,843.16,J 27
11/23/2023,636.55,J 17
11/22/2023,115,Comal
11/22/2023,87,San Marcos
11/22/2023,843.1,J 27
11/22/2023,635.9,J 17
11/21/2023,115,Comal
11/21/2023,87,San Marcos
11/21/2023,843.05,J 27
11/21/2023,636.19,J 17
11/20/2023,115,Comal
11/20/2023,87,San Marcos
11/20/2023,843.04,J 27
11/20/2023,636.78,J 17
11/19/2023,116,Comal
11/19/2023,87,San Marcos
11/19/2023,843.01,J 27
11/19/2023,636.71,J 17
11/18/2023,116,Comal
11/18/2023,88,San Marcos
11/18/2023,842.91,J 27
11/18/2023,636.57,J 17
11/17/2023,115,Comal
11/17/2023,88,San Marcos
11/17/2023,842.84,J 27
11/17/2023,636.18,J 17
11/16/2023,114,Comal
11/16/2023,88,San Marcos
11/16/2023,842.76,J 27
11/16/2023,636.12,J 17
11/15/2023,115,Comal
11/15/2023,88,San Marcos
11/15/2023,842.67,J 27
11/15/2023,636.25,J 17
11/14/2023,114,Comal
11/14/2023,88,San Marcos
11/14/2023,842.59,J 27
11/14/2023,636.27,J 17
11/13/2023,113,Comal
11/13/2023,88,San Marcos
11/13/2023,842.48,J 27
11/13/2023,636.9,J 17
11/12/2023,113,Comal
11/12/2023,88,San Marcos
11/12/2023,842.38,J 27
11/12/2023,636.54,J 17
11/11/2023,112,Comal
11/11/2023,88,San Marcos
11/11/2023,842.27,J 27
11/11/2023,635.95,J 17
11/10/2023,114,Comal
11/10/2023,88,San Marcos
11/10/2023,842.15,J 27
11/10/2023,635.01,J 17
11/9/2023,116,Comal
11/9/2023,89,San Marcos
11/9/2023,841.99,J 27
11/9/2023,635.17,J 17
11/8/2023,117,Comal
11/8/2023,89,San Marcos
11/8/2023,841.87,J 27
11/8/2023,635.15,J 17
11/7/2023,117,Comal
11/7/2023,89,San Marcos
11/7/2023,841.77,J 27
11/7/2023,635.5,J 17
11/6/2023,118,Comal
11/6/2023,90,San Marcos
11/6/2023,841.67,J 27
11/6/2023,635.75,J 17
11/5/2023,119,Comal
11/5/2023,89,San Marcos
11/5/2023,841.54,J 27
11/5/2023,636.09,J 17
11/4/2023,119,Comal
11/4/2023,89,San Marcos
11/4/2023,841.38,J 27
11/4/2023,635.94,J 17
11/3/2023,120,Comal
11/3/2023,90,San Marcos
11/3/2023,841.23,J 27
11/3/2023,635.52,J 17
11/2/2023,120,Comal
11/2/2023,90,San Marcos
11/2/2023,841.08,J 27
11/2/2023,635.85,J 17
11/1/2023,121,Comal
11/1/2023,90,San Marcos
11/1/2023,840.92,J 27
11/1/2023,635.87,J 17
10/31/2023,116,Comal
10/31/2023,90,San Marcos
10/31/2023,840.77,J 27
10/31/2023,635.91,J 17
10/30/2023,112,Comal
10/30/2023,90,San Marcos
10/30/2023,840.6,J 27
10/30/2023,635.76,J 17
10/29/2023,108,Comal
10/29/2023,88,San Marcos
10/29/2023,840.47,J 27
10/29/2023,635.73,J 17
10/28/2023,104,Comal
10/28/2023,87,San Marcos
10/28/2023,840.35,J 27
10/28/2023,635.16,J 17
10/27/2023,100,Comal
10/27/2023,85,San Marcos
10/27/2023,840.23,J 27
10/27/2023,634.47,J 17
10/26/2023,96,Comal
10/26/2023,84,San Marcos
10/26/2023,840.21,J 27
10/26/2023,633.81,J 17
10/25/2023,93,Comal
10/25/2023,82,San Marcos
10/25/2023,840.22,J 27
10/25/2023,633.29,J 17
10/24/2023,91,Comal
10/24/2023,82,San Marcos
10/24/2023,840.23,J 27
10/24/2023,632.8,J 17
10/23/2023,90,Comal
10/23/2023,81,San Marcos
10/23/2023,840.25,J 27
10/23/2023,632.87,J 17
10/22/2023,88,Comal
10/22/2023,80,San Marcos
10/22/2023,840.29,J 27
10/22/2023,633.03,J 17
10/21/2023,87,Comal
10/21/2023,80,San Marcos
10/21/2023,840.32,J 27
10/21/2023,632.77,J 17
10/20/2023,86,Comal
10/20/2023,79,San Marcos
10/20/2023,840.38,J 27
10/20/2023,632.07,J 17
10/19/2023,87,Comal
10/19/2023,79,San Marcos
10/19/2023,840.56,J 27
10/19/2023,632.24,J 17
10/18/2023,88,Comal
10/18/2023,79,San Marcos
10/18/2023,840.56,J 27
10/18/2023,632.58,J 17
10/17/2023,88,Comal
10/17/2023,79,San Marcos
10/17/2023,840.42,J 27
10/17/2023,632.47,J 17
10/16/2023,89,Comal
10/16/2023,79,San Marcos
10/16/2023,840.55,J 27
10/16/2023,632.9,J 17
10/15/2023,89,Comal
10/15/2023,79,San Marcos
10/15/2023,840.56,J 27
10/15/2023,633.3,J 17
10/14/2023,89,Comal
10/14/2023,79,San Marcos
10/14/2023,840.54,J 27
10/14/2023,632.85,J 17
10/13/2023,89,Comal
10/13/2023,79,San Marcos
10/13/2023,840.42,J 27
10/13/2023,632.62,J 17
10/12/2023,89,Comal
10/12/2023,79,San Marcos
10/12/2023,840.42,J 27
10/12/2023,632.68,J 17
10/11/2023,88,Comal
10/11/2023,79,San Marcos
10/11/2023,840.39,J 27
10/11/2023,632.63,J 17
10/10/2023,87,Comal
10/10/2023,77,San Marcos
10/10/2023,840.54,J 27
10/10/2023,632.68,J 17
10/9/2023,85,Comal
10/9/2023,76,San Marcos
10/9/2023,840.54,J 27
10/9/2023,633.17,J 17
10/8/2023,82,Comal
10/8/2023,75,San Marcos
10/8/2023,840.51,J 27
10/8/2023,632.96,J 17
10/7/2023,80,Comal
10/7/2023,74,San Marcos
10/7/2023,840.46,J 27
10/7/2023,632.36,J 17
10/6/2023,78,Comal
10/6/2023,73,San Marcos
10/6/2023,840.27,J 27
10/6/2023,632,J 17
10/5/2023,76,Comal
10/5/2023,72,San Marcos
10/5/2023,840.26,J 27
10/5/2023,631.35,J 17
10/4/2023,75,Comal
10/4/2023,71,San Marcos
10/4/2023,840.25,J 27
10/4/2023,629.96,J 17
10/3/2023,74,Comal
10/3/2023,71,San Marcos
10/3/2023,840.28,J 27
10/3/2023,629.98,J 17
10/2/2023,74,Comal
10/2/2023,71,San Marcos
10/2/2023,840.31,J 27
10/2/2023,630.04,J 17
10/1/2023,73,Comal
10/1/2023,70,San Marcos
10/1/2023,840.32,J 27
10/1/2023,630.32,J 17
9/30/2023,72,Comal
9/30/2023,70,San Marcos
9/30/2023,840.34,J 27
9/30/2023,629.63,J 17
9/29/2023,70,Comal
9/29/2023,71,San Marcos
9/29/2023,840.36,J 27
9/29/2023,629.16,J 17
9/28/2023,72,Comal
9/28/2023,70,San Marcos
9/28/2023,840.38,J 27
9/28/2023,629.29,J 17
9/27/2023,71,Comal
9/27/2023,70,San Marcos
9/27/2023,840.4,J 27
9/27/2023,628.9,J 17
9/26/2023,71,Comal
9/26/2023,70,San Marcos
9/26/2023,840.46,J 27
9/26/2023,629.14,J 17
9/25/2023,72,Comal
9/25/2023,70,San Marcos
9/25/2023,840.51,J 27
9/25/2023,629.4,J 17
9/24/2023,72,Comal
9/24/2023,70,San Marcos
9/24/2023,840.55,J 27
9/24/2023,629.81,J 17
9/23/2023,73,Comal
9/23/2023,70,San Marcos
9/23/2023,840.57,J 27
9/23/2023,629.22,J 17
9/22/2023,73,Comal
9/22/2023,70,San Marcos
9/22/2023,840.59,J 27
9/22/2023,628.75,J 17
9/21/2023,73,Comal
9/21/2023,70,San Marcos
9/21/2023,840.64,J 27
9/21/2023,628.75,J 17
9/20/2023,73,Comal
9/20/2023,70,San Marcos
9/20/2023,840.7,J 27
9/20/2023,628.82,J 17
9/19/2023,71,Comal
9/19/2023,70,San Marcos
9/19/2023,840.75,J 27
9/19/2023,629.48,J 17
9/18/2023,70,Comal
9/18/2023,70,San Marcos
9/18/2023,840.78,J 27
9/18/2023,629.93,J 17
9/17/2023,69,Comal
9/17/2023,70,San Marcos
9/17/2023,840.89,J 27
9/17/2023,630.47,J 17
9/16/2023,67,Comal
9/16/2023,70,San Marcos
9/16/2023,840.8,J 27
9/16/2023,629.53,J 17
9/15/2023,65,Comal
9/15/2023,70,San Marcos
9/15/2023,840.76,J 27
9/15/2023,628.92,J 17
9/14/2023,66,Comal
9/14/2023,69,San Marcos
9/14/2023,840.73,J 27
9/14/2023,628.52,J 17
9/13/2023,66,Comal
9/13/2023,67,San Marcos
9/13/2023,840.69,J 27
9/13/2023,628.57,J 17
9/12/2023,67,Comal
9/12/2023,67,San Marcos
9/12/2023,840.7,J 27
9/12/2023,629.03,J 17
9/11/2023,68,Comal
9/11/2023,68,San Marcos
9/11/2023,840.75,J 27
9/11/2023,629.38,J 17
9/10/2023,68,Comal
9/10/2023,68,San Marcos
9/10/2023,840.77,J 27
9/10/2023,629.39,J 17
9/9/2023,69,Comal
9/9/2023,68,San Marcos
9/9/2023,840.8,J 27
9/9/2023,628.46,J 17
9/8/2023,69,Comal
9/8/2023,68,San Marcos
9/8/2023,840.81,J 27
9/8/2023,628.24,J 17
9/7/2023,70,Comal
9/7/2023,68,San Marcos
9/7/2023,840.85,J 27
9/7/2023,628.22,J 17
9/6/2023,71,Comal
9/6/2023,68,San Marcos
9/6/2023,840.91,J 27
9/6/2023,628.44,J 17
9/5/2023,72,Comal
9/5/2023,68,San Marcos
9/5/2023,841,J 27
9/5/2023,628.62,J 17
9/4/2023,73,Comal
9/4/2023,70,San Marcos
9/4/2023,841.06,J 27
9/4/2023,629.48,J 17
9/3/2023,73,Comal
9/3/2023,71,San Marcos
9/3/2023,841.09,J 27
9/3/2023,629.47,J 17
9/2/2023,71,Comal
9/2/2023,70,San Marcos
9/2/2023,841.13,J 27
9/2/2023,628.92,J 17
9/1/2023,68,Comal
9/1/2023,68,San Marcos
9/1/2023,841.17,J 27
9/1/2023,628.5,J 17
8/31/2023,68,Comal
8/31/2023,68,San Marcos
8/31/2023,841.22,J 27
8/31/2023,628.8,J 17
8/30/2023,68,Comal
8/30/2023,68,San Marcos
8/30/2023,841.25,J 27
8/30/2023,629.17,J 17
8/29/2023,69,Comal
8/29/2023,69,San Marcos
8/29/2023,841.34,J 27
8/29/2023,629.12,J 17
8/28/2023,73,Comal
8/28/2023,64,San Marcos
8/28/2023,841.33,J 27
8/28/2023,628.95,J 17
8/27/2023,73,Comal
8/27/2023,70,San Marcos
8/27/2023,841.19,J 27
8/27/2023,629.07,J 17
8/26/2023,70,Comal
8/26/2023,69,San Marcos
8/26/2023,841.14,J 27
8/26/2023,628.9,J 17
8/25/2023,66,Comal
8/25/2023,66,San Marcos
8/25/2023,841.06,J 27
8/25/2023,628.44,J 17
8/24/2023,65,Comal
8/24/2023,67,San Marcos
8/24/2023,840.98,J 27
8/24/2023,628.34,J 17
8/23/2023,63,Comal
8/23/2023,68,San Marcos
8/23/2023,840.88,J 27
8/23/2023,628.01,J 17
8/22/2023,63,Comal
8/22/2023,69,San Marcos
8/22/2023,840.79,J 27
8/22/2023,626.84,J 17
8/21/2023,60,Comal
8/21/2023,69,San Marcos
8/21/2023,840.8,J 27
8/21/2023,626.68,J 17
8/20/2023,58,Comal
8/20/2023,70,San Marcos
8/20/2023,840.86,J 27
8/20/2023,626.97,J 17
8/19/2023,57,Comal
8/19/2023,70,San Marcos
8/19/2023,840.84,J 27
8/19/2023,626.19,J 17
8/18/2023,55,Comal
8/18/2023,70,San Marcos
8/18/2023,840.86,J 27
8/18/2023,625.71,J 17
8/17/2023,56,Comal
8/17/2023,71,San Marcos
8/17/2023,841.01,J 27
8/17/2023,626.14,J 17
8/16/2023,57,Comal
8/16/2023,71,San Marcos
8/16/2023,841.1,J 27
8/16/2023,626.2,J 17
8/15/2023,58,Comal
8/15/2023,72,San Marcos
8/15/2023,841.2,J 27
8/15/2023,626.19,J 17
8/14/2023,60,Comal
8/14/2023,73,San Marcos
8/14/2023,841.35,J 27
8/14/2023,627.08,J 17
8/13/2023,61,Comal
8/13/2023,74,San Marcos
8/13/2023,841.48,J 27
8/13/2023,627.75,J 17
8/12/2023,62,Comal
8/12/2023,76,San Marcos
8/12/2023,841.56,J 27
8/12/2023,627.11,J 17
8/11/2023,64,Comal
8/11/2023,77,San Marcos
8/11/2023,841.62,J 27
8/11/2023,626.35,J 17
8/10/2023,65,Comal
8/10/2023,77,San Marcos
8/10/2023,841.67,J 27
8/10/2023,626.61,J 17
8/9/2023,66,Comal
8/9/2023,79,San Marcos
8/9/2023,841.71,J 27
8/9/2023,626.89,J 17
8/8/2023,67,Comal
8/8/2023,80,San Marcos
8/8/2023,841.81,J 27
8/8/2023,627.3,J 17
8/7/2023,68,Comal
8/7/2023,81,San Marcos
8/7/2023,841.88,J 27
8/7/2023,627.95,J 17
8/6/2023,76,Comal
8/6/2023,87,San Marcos
8/6/2023,841.95,J 27
8/6/2023,628.53,J 17
8/5/2023,74,Comal
8/5/2023,86,San Marcos
8/5/2023,842.01,J 27
8/5/2023,628.21,J 17
8/4/2023,71,Comal
8/4/2023,85,San Marcos
8/4/2023,842.08,J 27
8/4/2023,627.81,J 17
8/3/2023,71,Comal
8/3/2023,85,San Marcos
8/3/2023,842.12,J 27
8/3/2023,627.88,J 17
8/2/2023,70,Comal
8/2/2023,84,San Marcos
8/2/2023,842.25,J 27
8/2/2023,627.59,J 17
8/1/2023,71,Comal
8/1/2023,83,San Marcos
8/1/2023,842.33,J 27
8/1/2023,627.68,J 17
7/31/2023,72,Comal
7/31/2023,84,San Marcos
7/31/2023,842.42,J 27
7/31/2023,628.54,J 17
7/30/2023,73,Comal
7/30/2023,84,San Marcos
7/30/2023,842.47,J 27
7/30/2023,629.32,J 17
7/29/2023,74,Comal
7/29/2023,85,San Marcos
7/29/2023,842.5,J 27
7/29/2023,628.64,J 17
7/28/2023,74,Comal
7/28/2023,86,San Marcos
7/28/2023,842.62,J 27
7/28/2023,628.04,J 17
7/27/2023,75,Comal
7/27/2023,87,San Marcos
7/27/2023,842.73,J 27
7/27/2023,628.35,J 17
7/26/2023,76,Comal
7/26/2023,88,San Marcos
7/26/2023,842.76,J 27
7/26/2023,628.49,J 17
7/25/2023,77,Comal
7/25/2023,88,San Marcos
7/25/2023,842.85,J 27
7/25/2023,628.75,J 17
7/24/2023,79,Comal
7/24/2023,87,San Marcos
7/24/2023,842.92,J 27
7/24/2023,629.26,J 17
7/23/2023,80,Comal
7/23/2023,87,San Marcos
7/23/2023,842.97,J 27
7/23/2023,629.37,J 17
7/22/2023,81,Comal
7/22/2023,87,San Marcos
7/22/2023,843.01,J 27
7/22/2023,628.63,J 17
7/21/2023,80,Comal
7/21/2023,85,San Marcos
7/21/2023,843.11,J 27
7/21/2023,628.2,J 17
7/20/2023,81,Comal
7/20/2023,84,San Marcos
7/20/2023,843.26,J 27
7/20/2023,627.94,J 17
7/19/2023,85,Comal
7/19/2023,83,San Marcos
7/19/2023,843.35,J 27
7/19/2023,628.53,J 17
7/18/2023,87,Comal
7/18/2023,84,San Marcos
7/18/2023,843.41,J 27
7/18/2023,628.66,J 17
7/17/2023,90,Comal
7/17/2023,85,San Marcos
7/17/2023,843.55,J 27
7/17/2023,630.06,J 17
7/16/2023,91,Comal
7/16/2023,86,San Marcos
7/16/2023,843.62,J 27
7/16/2023,630.43,J 17
7/15/2023,93,Comal
7/15/2023,86,San Marcos
7/15/2023,843.64,J 27
7/15/2023,630.16,J 17
7/14/2023,95,Comal
7/14/2023,85,San Marcos
7/14/2023,843.74,J 27
7/14/2023,630.57,J 17
7/13/2023,99,Comal
7/13/2023,85,San Marcos
7/13/2023,843.83,J 27
7/13/2023,630.98,J 17
7/12/2023,101,Comal
7/12/2023,86,San Marcos
7/12/2023,843.9,J 27
7/12/2023,631.41,J 17
7/11/2023,104,Comal
7/11/2023,86,San Marcos
7/11/2023,843.9,J 27
7/11/2023,632.33,J 17
7/10/2023,106,Comal
7/10/2023,86,San Marcos
7/10/2023,843.92,J 27
7/10/2023,633.75,J 17
7/9/2023,108,Comal
7/9/2023,87,San Marcos
7/9/2023,843.96,J 27
7/9/2023,634.46,J 17
7/8/2023,111,Comal
7/8/2023,88,San Marcos
7/8/2023,843.99,J 27
7/8/2023,634.06,J 17
7/7/2023,113,Comal
7/7/2023,88,San Marcos
7/7/2023,844.03,J 27
7/7/2023,633.27,J 17
7/6/2023,114,Comal
7/6/2023,89,San Marcos
7/6/2023,844.04,J 27
7/6/2023,633.62,J 17
7/5/2023,116,Comal
7/5/2023,88,San Marcos
7/5/2023,844,J 27
7/5/2023,633.14,J 17
7/4/2023,117,Comal
7/4/2023,88,San Marcos
7/4/2023,843.93,J 27
7/4/2023,633.33,J 17
7/3/2023,118,Comal
7/3/2023,89,San Marcos
7/3/2023,843.82,J 27
7/3/2023,634.08,J 17
7/2/2023,118,Comal
7/2/2023,89,San Marcos
7/2/2023,843.69,J 27
7/2/2023,633.99,J 17
7/1/2023,119,Comal
7/1/2023,89,San Marcos
7/1/2023,843.57,J 27
7/1/2023,633.36,J 17
6/30/2023,122,Comal
6/30/2023,89,San Marcos
6/30/2023,843.58,J 27
6/30/2023,632.98,J 17
6/29/2023,125,Comal
6/29/2023,88,San Marcos
6/29/2023,843.65,J 27
6/29/2023,633.67,J 17
6/28/2023,127,Comal
6/28/2023,89,San Marcos
6/28/2023,843.8,J 27
6/28/2023,634.19,J 17
6/27/2023,131,Comal
6/27/2023,90,San Marcos
6/27/2023,844.02,J 27
6/27/2023,634.54,J 17
6/26/2023,135,Comal
6/26/2023,90,San Marcos
6/26/2023,844.26,J 27
6/26/2023,636.3,J 17
6/25/2023,139,Comal
6/25/2023,90,San Marcos
6/25/2023,844.43,J 27
6/25/2023,636.98,J 17
6/24/2023,142,Comal
6/24/2023,90,San Marcos
6/24/2023,844.56,J 27
6/24/2023,637.09,J 17
6/23/2023,146,Comal
6/23/2023,89,San Marcos
6/23/2023,844.67,J 27
6/23/2023,637.3,J 17
6/22/2023,147,Comal
6/22/2023,88,San Marcos
6/22/2023,844.72,J 27
6/22/2023,637.62,J 17
6/21/2023,150,Comal
6/21/2023,87,San Marcos
6/21/2023,844.92,J 27
6/21/2023,637.99,J 17
6/20/2023,152,Comal
6/20/2023,86,San Marcos
6/20/2023,845.04,J 27
6/20/2023,638.99,J 17
6/19/2023,154,Comal
6/19/2023,85,San Marcos
6/19/2023,845.39,J 27
6/19/2023,640.23,J 17
6/18/2023,157,Comal
6/18/2023,85,San Marcos
6/18/2023,845.47,J 27
6/18/2023,640.73,J 17
6/17/2023,159,Comal
6/17/2023,86,San Marcos
6/17/2023,845.52,J 27
6/17/2023,641.4,J 17
6/16/2023,161,Comal
6/16/2023,86,San Marcos
6/16/2023,845.64,J 27
6/16/2023,642.06,J 17
6/15/2023,163,Comal
6/15/2023,86,San Marcos
6/15/2023,845.81,J 27
6/15/2023,642.61,J 17
6/14/2023,165,Comal
6/14/2023,86,San Marcos
6/14/2023,846.04,J 27
6/14/2023,643.31,J 17
6/13/2023,168,Comal
6/13/2023,85,San Marcos
6/13/2023,846.3,J 27
6/13/2023,644.39,J 17
6/12/2023,172,Comal
6/12/2023,85,San Marcos
6/12/2023,846.43,J 27
6/12/2023,645.64,J 17
6/11/2023,175,Comal
6/11/2023,86,San Marcos
6/11/2023,846.37,J 27
6/11/2023,646.8,J 17
6/10/2023,178,Comal
6/10/2023,86,San Marcos
6/10/2023,846.33,J 27
6/10/2023,647.21,J 17
6/9/2023,182,Comal
6/9/2023,88,San Marcos
6/9/2023,846.29,J 27
6/9/2023,647.56,J 17
6/8/2023,184,Comal
6/8/2023,90,San Marcos
6/8/2023,846.24,J 27
6/8/2023,647.63,J 17
6/7/2023,187,Comal
6/7/2023,91,San Marcos
6/7/2023,846.19,J 27
6/7/2023,647.79,J 17
6/6/2023,186,Comal
6/6/2023,93,San Marcos
6/6/2023,846.13,J 27
6/6/2023,647.94,J 17
6/5/2023,185,Comal
6/5/2023,94,San Marcos
6/5/2023,846.03,J 27
6/5/2023,648.39,J 17
6/4/2023,184,Comal
6/4/2023,96,San Marcos
6/4/2023,845.96,J 27
6/4/2023,648.1,J 17
6/3/2023,183,Comal
6/3/2023,99,San Marcos
6/3/2023,845.91,J 27
6/3/2023,647.56,J 17
6/2/2023,182,Comal
6/2/2023,99,San Marcos
6/2/2023,845.77,J 27
6/2/2023,647.31,J 17
6/1/2023,184,Comal
6/1/2023,100,San Marcos
6/1/2023,845.76,J 27
6/1/2023,647.68,J 17
5/31/2023,187,Comal
5/31/2023,100,San Marcos
5/31/2023,845.75,J 27
5/31/2023,647.76,J 17
5/30/2023,189,Comal
5/30/2023,101,San Marcos
5/30/2023,845.71,J 27
5/30/2023,647.37,J 17
5/29/2023,192,Comal
5/29/2023,101,San Marcos
5/29/2023,845.67,J 27
5/29/2023,647.25,J 17
5/28/2023,191,Comal
5/28/2023,102,San Marcos
5/28/2023,845.6,J 27
