date,val,site
9/21/2024,629.01,J 17
9/21/2024,832.19,J 27
9/21/2024,88,San Marcos
9/21/2024,82,Comal
9/20/2024,628.93,J 17
9/20/2024,832.19,J 27
9/20/2024,88,San Marcos
9/20/2024,83,Comal
9/19/2024,630,J 17
9/19/2024,832,J 27
9/19/2024,88,San Marcos
9/19/2024,85,Comal
9/18/2024,631,J 17
9/18/2024,832,J 27
9/18/2024,89,San Marcos
9/18/2024,87,Comal
9/17/2024,631.22,J 17
9/17/2024,832.15,J 27
9/17/2024,96,San Marcos
9/17/2024,95,Comal
9/16/2024,632.16,J 17
9/16/2024,832.16,J 27
9/16/2024,97,San Marcos
9/16/2024,98,Comal
9/15/2024,632.64,J 17
9/15/2024,832.16,J 27
9/15/2024,99,San Marcos
9/15/2024,99,Comal
9/14/2024,631.89,J 17
9/14/2024,832.14,J 27
9/14/2024,98,San Marcos
9/14/2024,97,Comal
9/13/2024,632,J 17
9/13/2024,832.37,J 27
9/13/2024,98,San Marcos
9/13/2024,97,Comal
9/12/2024,632.22,J 17
9/12/2024,832.35,J 27
9/12/2024,98,San Marcos
9/12/2024,99,Comal
9/11/2024,632.58,J 17
9/11/2024,832.19,J 27
9/11/2024,98,San Marcos
9/11/2024,100,Comal
9/10/2024,633.1,J 17
9/10/2024,832.07,J 27
9/10/2024,98,San Marcos
9/10/2024,102,Comal
9/9/2024,633.59,J 17
9/9/2024,831.97,J 27
9/9/2024,98,San Marcos
9/9/2024,101,Comal
9/8/2024,634.17,J 17
9/8/2024,832.01,J 27
9/8/2024,98,San Marcos
9/8/2024,101,Comal
9/7/2024,633.89,J 17
9/7/2024,831.77,J 27
9/7/2024,98,San Marcos
9/7/2024,100,Comal
9/6/2024,633.4,J 17
9/6/2024,831.66,J 27
9/6/2024,98,San Marcos
9/6/2024,97,Comal
9/5/2024,632.83,J 17
9/5/2024,831.55,J 27
9/5/2024,97,San Marcos
9/5/2024,94,Comal
9/4/2024,632.71,J 17
9/4/2024,831.44,J 27
9/4/2024,96,San Marcos
9/4/2024,92,Comal
9/3/2024,631.71,J 17
9/3/2024,831.34,J 27
9/3/2024,94,San Marcos
9/3/2024,90,Comal
9/2/2024,629.95,J 17
9/2/2024,831.04,J 27
9/2/2024,93,San Marcos
9/2/2024,86,Comal
9/1/2024,629.85,J 17
9/1/2024,831.09,J 27
9/1/2024,95,San Marcos
9/1/2024,85,Comal
8/31/2024,629.28,J 17
8/31/2024,831.05,J 27
8/31/2024,94,San Marcos
8/31/2024,82,Comal
8/30/2024,628.98,J 17
8/30/2024,830.98,J 27
8/30/2024,93,San Marcos
8/30/2024,81,Comal
8/29/2024,628.81,J 17
8/29/2024,830.79,J 27
8/29/2024,93,San Marcos
8/29/2024,81,Comal
8/28/2024,628.35,J 17
8/28/2024,830.78,J 27
8/28/2024,93,San Marcos
8/28/2024,81,Comal
8/27/2024,628.02,J 17
8/27/2024,830.8,J 27
8/27/2024,93,San Marcos
8/27/2024,81,Comal
8/26/2024,628.12,J 17
8/26/2024,830.77,J 27
8/26/2024,92,San Marcos
8/26/2024,81,Comal
8/25/2024,628.43,J 17
8/25/2024,830.8,J 27
8/25/2024,94,San Marcos
8/25/2024,82,Comal
8/24/2024,628.33,J 17
8/24/2024,830.79,J 27
8/24/2024,93,San Marcos
8/24/2024,82,Comal
8/23/2024,627.81,J 17
8/23/2024,830.7,J 27
8/23/2024,93,San Marcos
8/23/2024,83,Comal
8/22/2024,628.15,J 17
8/22/2024,830.73,J 27
8/22/2024,94,San Marcos
8/22/2024,83,Comal
8/21/2024,628.53,J 17
8/21/2024,830.77,J 27
8/21/2024,94,San Marcos
8/21/2024,86,Comal
8/20/2024,628.7,J 17
8/20/2024,830.83,J 27
8/20/2024,94,San Marcos
8/20/2024,89,Comal
8/19/2024,629.44,J 17
8/19/2024,830.7,J 27
8/19/2024,98,San Marcos
8/19/2024,90,Comal
8/18/2024,630.21,J 17
8/18/2024,830.76,J 27
8/18/2024,100,San Marcos
8/18/2024,92,Comal
8/17/2024,629.88,J 17
8/17/2024,830.67,J 27
8/17/2024,102,San Marcos
8/17/2024,94,Comal
8/16/2024,629.91,J 17
8/16/2024,830.7,J 27
8/16/2024,103,San Marcos
8/16/2024,96,Comal
8/15/2024,630.13,J 17
8/15/2024,830.57,J 27
8/15/2024,105,San Marcos
8/15/2024,98,Comal
8/14/2024,630.69,J 17
8/14/2024,830.74,J 27
8/14/2024,107,San Marcos
8/14/2024,101,Comal
8/13/2024,631.19,J 17
8/13/2024,830.83,J 27
8/13/2024,107,San Marcos
8/13/2024,104,Comal
8/12/2024,632.15,J 17
8/12/2024,830.88,J 27
8/12/2024,107,San Marcos
8/12/2024,107,Comal
8/11/2024,632.97,J 17
8/11/2024,830.97,J 27
8/11/2024,106,San Marcos
8/11/2024,111,Comal
8/10/2024,632.69,J 17
8/10/2024,830.99,J 27
8/10/2024,106,San Marcos
8/10/2024,111,Comal
8/9/2024,632.48,J 17
8/9/2024,831.06,J 27
8/9/2024,105,San Marcos
8/9/2024,114,Comal
8/8/2024,632.96,J 17
8/8/2024,830.99,J 27
8/8/2024,105,San Marcos
8/8/2024,115,Comal
8/7/2024,633.19,J 17
8/7/2024,831.09,J 27
8/7/2024,105,San Marcos
8/7/2024,116,Comal
8/6/2024,633.86,J 17
8/6/2024,831.01,J 27
8/6/2024,105,San Marcos
8/6/2024,118,Comal
8/5/2024,634.97,J 17
8/5/2024,831.07,J 27
8/5/2024,106,San Marcos
8/5/2024,120,Comal
8/4/2024,635.31,J 17
8/4/2024,831.07,J 27
8/4/2024,106,San Marcos
8/4/2024,121,Comal
8/3/2024,635.35,J 17
8/3/2024,830.92,J 27
8/3/2024,106,San Marcos
8/3/2024,123,Comal
8/2/2024,635.72,J 17
8/2/2024,830.78,J 27
8/2/2024,106,San Marcos
8/2/2024,125,Comal
8/1/2024,636.16,J 17
8/1/2024,830.74,J 27
8/1/2024,105,San Marcos
8/1/2024,126,Comal
7/31/2024,636.75,J 17
7/31/2024,830.67,J 27
7/31/2024,106,San Marcos
7/31/2024,123,Comal
7/30/2024,637.33,J 17
7/30/2024,830.75,J 27
7/30/2024,107,San Marcos
7/30/2024,121,Comal
7/29/2024,637.63,J 17
7/29/2024,830.74,J 27
7/29/2024,107,San Marcos
7/29/2024,118,Comal
7/28/2024,637.32,J 17
7/28/2024,830.52,J 27
7/28/2024,108,San Marcos
7/28/2024,116,Comal
7/27/2024,636.4,J 17
7/27/2024,830.28,J 27
7/27/2024,108,San Marcos
7/27/2024,113,Comal
7/26/2024,635.74,J 17
7/26/2024,830.08,J 27
7/26/2024,107,San Marcos
7/26/2024,111,Comal
7/25/2024,635.2,J 17
7/25/2024,829.7,J 27
7/25/2024,108,San Marcos
7/25/2024,108,Comal
7/24/2024,634.4,J 17
7/24/2024,829.7,J 27
7/24/2024,113,San Marcos
7/24/2024,125,Comal
7/23/2024,632.3,J 17
7/23/2024,829.47,J 27
7/23/2024,113,San Marcos
7/23/2024,112,Comal
7/22/2024,630.52,J 17
7/22/2024,829.48,J 27
7/22/2024,112,San Marcos
7/22/2024,100,Comal
7/21/2024,630.51,J 17
7/21/2024,829.52,J 27
7/21/2024,111,San Marcos
7/21/2024,99,Comal
7/20/2024,630.13,J 17
7/20/2024,829.58,J 27
7/20/2024,110,San Marcos
7/20/2024,98,Comal
7/19/2024,629.51,J 17
7/19/2024,829.61,J 27
7/19/2024,109,San Marcos
7/19/2024,96,Comal
7/18/2024,629.44,J 17
7/18/2024,829.58,J 27
7/18/2024,107,San Marcos
7/18/2024,97,Comal
7/17/2024,629.87,J 17
7/17/2024,829.88,J 27
7/17/2024,105,San Marcos
7/17/2024,99,Comal
7/16/2024,630.05,J 17
7/16/2024,830.06,J 27
7/16/2024,106,San Marcos
7/16/2024,101,Comal
7/15/2024,630.98,J 17
7/15/2024,830.16,J 27
7/15/2024,107,San Marcos
7/15/2024,100,Comal
7/14/2024,631.05,J 17
7/14/2024,830.1,J 27
7/14/2024,107,San Marcos
7/14/2024,99,Comal
7/13/2024,630.27,J 17
7/13/2024,829.99,J 27
7/13/2024,108,San Marcos
7/13/2024,99,Comal
7/12/2024,629.2,J 17
7/12/2024,829.82,J 27
7/12/2024,107,San Marcos
7/12/2024,98,Comal
7/11/2024,629.36,J 17
7/11/2024,829.61,J 27
7/11/2024,107,San Marcos
7/11/2024,98,Comal
7/10/2024,629.19,J 17
7/10/2024,829.56,J 27
7/10/2024,107,San Marcos
7/10/2024,98,Comal
7/9/2024,628.11,J 17
7/9/2024,829.48,J 27
7/9/2024,107,San Marcos
7/9/2024,99,Comal
7/8/2024,628.97,J 17
7/8/2024,829.73,J 27
7/8/2024,108,San Marcos
7/8/2024,95,Comal
7/7/2024,629.43,J 17
7/7/2024,829.85,J 27
7/7/2024,109,San Marcos
7/7/2024,91,Comal
7/6/2024,628.44,J 17
7/6/2024,829.81,J 27
7/6/2024,109,San Marcos
7/6/2024,88,Comal
7/5/2024,627.75,J 17
7/5/2024,829.79,J 27
7/5/2024,110,San Marcos
7/5/2024,84,Comal
7/4/2024,628.08,J 17
7/4/2024,829.95,J 27
7/4/2024,110,San Marcos
7/4/2024,85,Comal
7/3/2024,628.33,J 17
7/3/2024,830.14,J 27
7/3/2024,110,San Marcos
7/3/2024,86,Comal
7/2/2024,628.76,J 17
7/2/2024,830.27,J 27
7/2/2024,110,San Marcos
7/2/2024,89,Comal
7/1/2024,629.71,J 17
7/1/2024,830.37,J 27
7/1/2024,110,San Marcos
7/1/2024,92,Comal
6/30/2024,630.28,J 17
6/30/2024,830.48,J 27
6/30/2024,111,San Marcos
6/30/2024,95,Comal
6/29/2024,630.34,J 17
6/29/2024,830.7,J 27
6/29/2024,112,San Marcos
6/29/2024,98,Comal
6/28/2024,630.73,J 17
6/28/2024,831.02,J 27
6/28/2024,111,San Marcos
6/28/2024,101,Comal
6/27/2024,631.14,J 17
6/27/2024,831.24,J 27
6/27/2024,111,San Marcos
6/27/2024,103,Comal
6/26/2024,631.83,J 17
6/26/2024,831.36,J 27
6/26/2024,111,San Marcos
6/26/2024,105,Comal
6/25/2024,632.34,J 17
6/25/2024,831.75,J 27
6/25/2024,112,San Marcos
6/25/2024,104,Comal
6/24/2024,633.54,J 17
6/24/2024,831.81,J 27
6/24/2024,112,San Marcos
6/24/2024,103,Comal
6/23/2024,634.14,J 17
6/23/2024,831.74,J 27
6/23/2024,112,San Marcos
6/23/2024,101,Comal
6/22/2024,633.72,J 17
6/22/2024,831.61,J 27
6/22/2024,111,San Marcos
6/22/2024,100,Comal
6/21/2024,632.98,J 17
6/21/2024,831.38,J 27
6/21/2024,112,San Marcos
6/21/2024,99,Comal
6/20/2024,631.79,J 17
6/20/2024,831.25,J 27
6/20/2024,112,San Marcos
6/20/2024,98,Comal
6/19/2024,630.53,J 17
6/19/2024,831.27,J 27
6/19/2024,111,San Marcos
6/19/2024,97,Comal
6/18/2024,630.11,J 17
6/18/2024,831.4,J 27
6/18/2024,110,San Marcos
6/18/2024,96,Comal
6/17/2024,630.51,J 17
6/17/2024,831.34,J 27
6/17/2024,110,San Marcos
6/17/2024,97,Comal
6/16/2024,631.11,J 17
6/16/2024,831.47,J 27
6/16/2024,112,San Marcos
6/16/2024,98,Comal
6/15/2024,630.82,J 17
6/15/2024,831.63,J 27
6/15/2024,112,San Marcos
6/15/2024,99,Comal
6/14/2024,630.71,J 17
6/14/2024,832.07,J 27
6/14/2024,111,San Marcos
6/14/2024,96,Comal
6/13/2024,630.67,J 17
6/13/2024,832.3,J 27
6/13/2024,111,San Marcos
6/13/2024,94,Comal
6/12/2024,630.1,J 17
6/12/2024,832.23,J 27
6/12/2024,111,San Marcos
6/12/2024,93,Comal
6/11/2024,629.77,J 17
6/11/2024,832.07,J 27
6/11/2024,112,San Marcos
6/11/2024,90,Comal
6/10/2024,628.79,J 17
6/10/2024,831.9,J 27
6/10/2024,112,San Marcos
6/10/2024,87,Comal
6/9/2024,627.74,J 17
6/9/2024,832.03,J 27
6/9/2024,113,San Marcos
6/9/2024,84,Comal
6/8/2024,627.62,J 17
6/8/2024,832.33,J 27
6/8/2024,113,San Marcos
6/8/2024,83,Comal
6/7/2024,627.82,J 17
6/7/2024,832.75,J 27
6/7/2024,111,San Marcos
6/7/2024,85,Comal
6/6/2024,628.36,J 17
6/6/2024,833.11,J 27
6/6/2024,112,San Marcos
6/6/2024,87,Comal
6/5/2024,628.76,J 17
6/5/2024,833.4,J 27
6/5/2024,111,San Marcos
6/5/2024,89,Comal
6/4/2024,629.5,J 17
6/4/2024,833.63,J 27
6/4/2024,112,San Marcos
6/4/2024,88,Comal
6/3/2024,630.75,J 17
6/3/2024,833.76,J 27
6/3/2024,114,San Marcos
6/3/2024,90,Comal
6/2/2024,631.51,J 17
6/2/2024,834.04,J 27
6/2/2024,114,San Marcos
6/2/2024,91,Comal
6/1/2024,631.22,J 17
6/1/2024,834.27,J 27
6/1/2024,114,San Marcos
6/1/2024,97,Comal
5/31/2024,630.7,J 17
5/31/2024,834.46,J 27
5/31/2024,114,San Marcos
5/31/2024,94,Comal
5/30/2024,631.11,J 17
5/30/2024,834.59,J 27
5/30/2024,115,San Marcos
5/30/2024,101,Comal
5/29/2024,631.14,J 17
5/29/2024,834.71,J 27
5/29/2024,116,San Marcos
5/29/2024,97,Comal
5/28/2024,630.59,J 17
5/28/2024,834.82,J 27
5/28/2024,118,San Marcos
5/28/2024,98,Comal
5/27/2024,631.95,J 17
5/27/2024,834.82,J 27
5/27/2024,121,San Marcos
5/27/2024,102,Comal
5/26/2024,632.03,J 17
5/26/2024,835.05,J 27
5/26/2024,123,San Marcos
5/26/2024,105,Comal
5/25/2024,632.02,J 17
5/25/2024,835.33,J 27
5/25/2024,126,San Marcos
5/25/2024,109,Comal
5/24/2024,632.03,J 17
5/24/2024,835.51,J 27
5/24/2024,128,San Marcos
5/24/2024,111,Comal
5/23/2024,632.47,J 17
5/23/2024,835.66,J 27
5/23/2024,128,San Marcos
5/23/2024,114,Comal
5/22/2024,633.29,J 17
5/22/2024,835.72,J 27
5/22/2024,129,San Marcos
5/22/2024,116,Comal
5/21/2024,634.22,J 17
5/21/2024,836.1,J 27
5/21/2024,130,San Marcos
5/21/2024,121,Comal
5/20/2024,635.3,J 17
5/20/2024,836.55,J 27
5/20/2024,127,San Marcos
5/20/2024,136,Comal
5/19/2024,636.06,J 17
5/19/2024,836.64,J 27
5/19/2024,128,San Marcos
5/19/2024,139,Comal
5/18/2024,636.6,J 17
5/18/2024,836.65,J 27
5/18/2024,130,San Marcos
5/18/2024,140,Comal
5/17/2024,636.97,J 17
5/17/2024,836.65,J 27
5/17/2024,130,San Marcos
5/17/2024,143,Comal
5/16/2024,636.94,J 17
5/16/2024,836.63,J 27
5/16/2024,130,San Marcos
5/16/2024,142,Comal
5/15/2024,637,J 17
5/15/2024,836.56,J 27
5/15/2024,131,San Marcos
5/15/2024,141,Comal
5/14/2024,636.69,J 17
5/14/2024,836.48,J 27
5/14/2024,131,San Marcos
5/14/2024,142,Comal
5/13/2024,636.78,J 17
5/13/2024,836.37,J 27
5/13/2024,132,San Marcos
5/13/2024,143,Comal
5/12/2024,637.18,J 17
5/12/2024,836.29,J 27
5/12/2024,132,San Marcos
5/12/2024,144,Comal
5/11/2024,636.96,J 17
5/11/2024,836.32,J 27
5/11/2024,131,San Marcos
5/11/2024,144,Comal
5/10/2024,637.02,J 17
5/10/2024,836.39,J 27
5/10/2024,130,San Marcos
5/10/2024,144,Comal
5/9/2024,637.54,J 17
5/9/2024,836.52,J 27
5/9/2024,130,San Marcos
5/9/2024,144,Comal
5/8/2024,638.24,J 17
5/8/2024,836.71,J 27
5/8/2024,129,San Marcos
5/8/2024,145,Comal
5/7/2024,638.82,J 17
5/7/2024,836.85,J 27
5/7/2024,128,San Marcos
5/7/2024,146,Comal
5/6/2024,639.61,J 17
5/6/2024,836.97,J 27
5/6/2024,128,San Marcos
5/6/2024,148,Comal
5/5/2024,639.61,J 17
5/5/2024,837.01,J 27
5/5/2024,129,San Marcos
5/5/2024,149,Comal
5/4/2024,639.23,J 17
5/4/2024,837.01,J 27
5/4/2024,130,San Marcos
5/4/2024,150,Comal
5/3/2024,639.22,J 17
5/3/2024,837.11,J 27
5/3/2024,131,San Marcos
5/3/2024,150,Comal
5/2/2024,639.2,J 17
5/2/2024,837.25,J 27
5/2/2024,131,San Marcos
5/2/2024,150,Comal
5/1/2024,639.25,J 17
5/1/2024,837.17,J 27
5/1/2024,131,San Marcos
5/1/2024,149,Comal
4/30/2024,638.94,J 17
4/30/2024,836.98,J 27
4/30/2024,127,San Marcos
4/30/2024,150,Comal
4/29/2024,639.25,J 17
4/29/2024,836.91,J 27
4/29/2024,123,San Marcos
4/29/2024,149,Comal
4/28/2024,638.6,J 17
4/28/2024,836.8,J 27
4/28/2024,120,San Marcos
4/28/2024,147,Comal
4/27/2024,637.79,J 17
4/27/2024,836.68,J 27
4/27/2024,116,San Marcos
4/27/2024,146,Comal
4/26/2024,637.96,J 17
4/26/2024,836.75,J 27
4/26/2024,117,San Marcos
4/26/2024,144,Comal
4/25/2024,637.9,J 17
4/25/2024,836.91,J 27
4/25/2024,119,San Marcos
4/25/2024,143,Comal
4/24/2024,638.31,J 17
4/24/2024,837.29,J 27
4/24/2024,120,San Marcos
4/24/2024,143,Comal
4/23/2024,638.92,J 17
4/23/2024,837.53,J 27
4/23/2024,120,San Marcos
4/23/2024,146,Comal
4/22/2024,639.34,J 17
4/22/2024,837.61,J 27
4/22/2024,120,San Marcos
4/22/2024,147,Comal
4/21/2024,639.03,J 17
4/21/2024,837.59,J 27
4/21/2024,121,San Marcos
4/21/2024,148,Comal
4/20/2024,638.03,J 17
4/20/2024,837.59,J 27
4/20/2024,122,San Marcos
4/20/2024,150,Comal
4/19/2024,637.52,J 17
4/19/2024,837.58,J 27
4/19/2024,123,San Marcos
4/19/2024,152,Comal
4/18/2024,637.88,J 17
4/18/2024,837.57,J 27
4/18/2024,123,San Marcos
4/18/2024,152,Comal
4/17/2024,638.25,J 17
4/17/2024,837.62,J 27
4/17/2024,122,San Marcos
4/17/2024,155,Comal
4/16/2024,837.82,J 27
4/16/2024,638.14,J 17
4/16/2024,122,San Marcos
4/16/2024,156,Comal
4/15/2024,838.02,J 27
4/15/2024,638.76,J 17
4/15/2024,126,San Marcos
4/15/2024,157,Comal
4/14/2024,838.11,J 27
4/14/2024,639.41,J 17
4/14/2024,126,San Marcos
4/14/2024,158,Comal
4/13/2024,838.25,J 27
4/13/2024,639.12,J 17
4/13/2024,127,San Marcos
4/13/2024,156,Comal
4/12/2024,838.42,J 27
4/12/2024,638.88,J 17
4/12/2024,126,San Marcos
4/12/2024,154,Comal
4/11/2024,838.64,J 27
4/11/2024,638.79,J 17
4/11/2024,127,San Marcos
4/11/2024,152,Comal
4/10/2024,838.95,J 27
4/10/2024,638.67,J 17
4/10/2024,128,San Marcos
4/10/2024,150,Comal
4/9/2024,839.03,J 27
4/9/2024,637.77,J 17
4/9/2024,128,San Marcos
4/9/2024,147,Comal
4/8/2024,838.94,J 27
4/8/2024,637.98,J 17
4/8/2024,129,San Marcos
4/8/2024,147,Comal
4/7/2024,839.01,J 27
4/7/2024,638.28,J 17
4/7/2024,128,San Marcos
4/7/2024,149,Comal
4/6/2024,839.24,J 27
4/6/2024,638.15,J 17
4/6/2024,128,San Marcos
4/6/2024,148,Comal
4/5/2024,839.57,J 27
4/5/2024,638.14,J 17
4/5/2024,129,San Marcos
4/5/2024,148,Comal
4/4/2024,839.66,J 27
4/4/2024,638.58,J 17
4/4/2024,129,San Marcos
4/4/2024,147,Comal
4/3/2024,839.76,J 27
4/3/2024,638.77,J 17
4/3/2024,130,San Marcos
4/3/2024,149,Comal
4/2/2024,839.85,J 27
4/2/2024,639.17,J 17
4/2/2024,130,San Marcos
4/2/2024,152,Comal
4/1/2024,839.92,J 27
4/1/2024,639.75,J 17
4/1/2024,132,San Marcos
4/1/2024,154,Comal
3/31/2024,839.95,J 27
3/31/2024,639.79,J 17
3/31/2024,132,San Marcos
3/31/2024,156,Comal
3/30/2024,839.98,J 27
3/30/2024,639.52,J 17
3/30/2024,133,San Marcos
3/30/2024,159,Comal
3/29/2024,840.08,J 27
3/29/2024,639.81,J 17
3/29/2024,133,San Marcos
3/29/2024,161,Comal
3/28/2024,840.32,J 27
3/28/2024,639.97,J 17
3/28/2024,132,San Marcos
3/28/2024,161,Comal
3/27/2024,840.67,J 27
3/27/2024,640.26,J 17
3/27/2024,132,San Marcos
3/27/2024,162,Comal
3/26/2024,840.83,J 27
3/26/2024,640.81,J 17
3/26/2024,131,San Marcos
3/26/2024,162,Comal
3/25/2024,840.82,J 27
3/25/2024,641.22,J 17
3/25/2024,131,San Marcos
3/25/2024,162,Comal
3/24/2024,840.89,J 27
3/24/2024,641.41,J 17
3/24/2024,132,San Marcos
3/24/2024,162,Comal
3/23/2024,840.97,J 27
3/23/2024,641.24,J 17
3/23/2024,132,San Marcos
3/23/2024,162,Comal
3/22/2024,840.98,J 27
3/22/2024,641.14,J 17
3/22/2024,132,San Marcos
3/22/2024,162,Comal
3/21/2024,841.06,J 27
3/21/2024,640.79,J 17
3/21/2024,132,San Marcos
3/21/2024,162,Comal
3/20/2024,841.05,J 27
3/20/2024,640.95,J 17
3/20/2024,132,San Marcos
3/20/2024,160,Comal
3/19/2024,841.01,J 27
3/19/2024,640.83,J 17
3/19/2024,132,San Marcos
3/19/2024,159,Comal
3/18/2024,840.99,J 27
3/18/2024,640.83,J 17
3/18/2024,132,San Marcos
3/18/2024,160,Comal
3/17/2024,840.98,J 27
3/17/2024,640.72,J 17
3/17/2024,138,San Marcos
3/17/2024,158,Comal
3/16/2024,840.97,J 27
3/16/2024,640.22,J 17
3/16/2024,139,San Marcos
3/16/2024,156,Comal
3/15/2024,840.99,J 27
3/15/2024,639.8,J 17
3/15/2024,143,San Marcos
3/15/2024,154,Comal
3/14/2024,841.12,J 27
3/14/2024,639.6,J 17
3/14/2024,147,San Marcos
3/14/2024,152,Comal
3/13/2024,841.37,J 27
3/13/2024,640.04,J 17
3/13/2024,151,San Marcos
3/13/2024,152,Comal
3/12/2024,841.5,J 27
3/12/2024,640.45,J 17
3/12/2024,155,San Marcos
3/12/2024,152,Comal
3/11/2024,841.56,J 27
3/11/2024,640.97,J 17
3/11/2024,159,San Marcos
3/11/2024,152,Comal
3/10/2024,841.6,J 27
3/10/2024,641.14,J 17
3/10/2024,158,San Marcos
3/10/2024,154,Comal
3/9/2024,841.63,J 27
3/9/2024,641,J 17
3/9/2024,157,San Marcos
3/9/2024,157,Comal
3/8/2024,841.72,J 27
3/8/2024,640.76,J 17
3/8/2024,156,San Marcos
3/8/2024,160,Comal
3/7/2024,841.8,J 27
3/7/2024,641.02,J 17
3/7/2024,156,San Marcos
3/7/2024,161,Comal
3/6/2024,841.88,J 27
3/6/2024,641.18,J 17
3/6/2024,155,San Marcos
3/6/2024,162,Comal
3/5/2024,841.94,J 27
3/5/2024,641.41,J 17
3/5/2024,156,San Marcos
3/5/2024,162,Comal
3/4/2024,841.98,J 27
3/4/2024,641.95,J 17
3/4/2024,158,San Marcos
3/4/2024,163,Comal
3/3/2024,842.02,J 27
3/3/2024,642.42,J 17
3/3/2024,158,San Marcos
3/3/2024,165,Comal
3/2/2024,842.08,J 27
3/2/2024,641.89,J 17
3/2/2024,159,San Marcos
3/2/2024,166,Comal
3/1/2024,842.26,J 27
3/1/2024,641.29,J 17
3/1/2024,159,San Marcos
3/1/2024,168,Comal
2/29/2024,842.25,J 27
2/29/2024,641.19,J 17
2/29/2024,157,San Marcos
2/29/2024,168,Comal
2/28/2024,842.18,J 27
2/28/2024,641.87,J 17
2/28/2024,155,San Marcos
2/28/2024,169,Comal
2/27/2024,842.21,J 27
2/27/2024,642.1,J 17
2/27/2024,156,San Marcos
2/27/2024,169,Comal
2/26/2024,842.36,J 27
2/26/2024,641.48,J 17
2/26/2024,157,San Marcos
2/26/2024,170,Comal
2/25/2024,842.32,J 27
2/25/2024,642.02,J 17
2/25/2024,160,San Marcos
2/25/2024,172,Comal
2/24/2024,842.38,J 27
2/24/2024,641.95,J 17
2/24/2024,161,San Marcos
2/24/2024,174,Comal
2/23/2024,842.46,J 27
2/23/2024,641.85,J 17
2/23/2024,163,San Marcos
2/23/2024,175,Comal
2/22/2024,842.6,J 27
2/22/2024,642.12,J 17
2/22/2024,165,San Marcos
2/22/2024,176,Comal
2/21/2024,842.66,J 27
2/21/2024,642.47,J 17
2/21/2024,166,San Marcos
2/21/2024,175,Comal
2/20/2024,842.69,J 27
2/20/2024,642.77,J 17
2/20/2024,168,San Marcos
2/20/2024,176,Comal
2/19/2024,842.72,J 27
2/19/2024,643.66,J 17
2/19/2024,169,San Marcos
2/19/2024,178,Comal
2/18/2024,842.73,J 27
2/18/2024,644.1,J 17
2/18/2024,170,San Marcos
2/18/2024,179,Comal
2/17/2024,842.75,J 27
2/17/2024,644.09,J 17
2/17/2024,171,San Marcos
2/17/2024,178,Comal
2/16/2024,842.77,J 27
2/16/2024,644.27,J 17
2/16/2024,172,San Marcos
2/16/2024,179,Comal
2/15/2024,842.76,J 27
2/15/2024,644.55,J 17
2/15/2024,173,San Marcos
2/15/2024,179,Comal
2/14/2024,842.75,J 27
2/14/2024,645.07,J 17
2/14/2024,174,San Marcos
2/14/2024,180,Comal
2/13/2024,842.75,J 27
2/13/2024,645.9,J 17
2/13/2024,174,San Marcos
2/13/2024,181,Comal
2/12/2024,842.74,J 27
2/12/2024,647.06,J 17
2/12/2024,174,San Marcos
2/12/2024,183,Comal
2/11/2024,842.77,J 27
2/11/2024,647.81,J 17
2/11/2024,175,San Marcos
2/11/2024,184,Comal
2/10/2024,842.76,J 27
2/10/2024,647.47,J 17
2/10/2024,175,San Marcos
2/10/2024,186,Comal
2/9/2024,842.77,J 27
2/9/2024,647.42,J 17
2/9/2024,175,San Marcos
2/9/2024,186,Comal
2/8/2024,842.83,J 27
2/8/2024,647.42,J 17
2/8/2024,175,San Marcos
2/8/2024,188,Comal
2/7/2024,842.86,J 27
2/7/2024,647.43,J 17
2/7/2024,174,San Marcos
2/7/2024,191,Comal
2/6/2024,842.86,J 27
2/6/2024,647.49,J 17
2/6/2024,173,San Marcos
2/6/2024,192,Comal
2/5/2024,843.02,J 27
2/5/2024,647.52,J 17
2/5/2024,171,San Marcos
2/5/2024,193,Comal
2/4/2024,843.02,J 27
2/4/2024,647.73,J 17
2/4/2024,170,San Marcos
2/4/2024,194,Comal
2/3/2024,842.91,J 27
2/3/2024,646.75,J 17
2/3/2024,170,San Marcos
2/3/2024,194,Comal
2/2/2024,842.91,J 27
2/2/2024,645.22,J 17
2/2/2024,169,San Marcos
2/2/2024,195,Comal
2/1/2024,842.91,J 27
2/1/2024,645.24,J 17
2/1/2024,165,San Marcos
2/1/2024,196,Comal
1/31/2024,842.92,J 27
1/31/2024,645.69,J 17
1/31/2024,165,San Marcos
1/31/2024,199,Comal
1/30/2024,842.9,J 27
1/30/2024,645.87,J 17
1/30/2024,163,San Marcos
1/30/2024,203,Comal
1/29/2024,843.03,J 27
1/29/2024,645.97,J 17
1/29/2024,164,San Marcos
1/29/2024,205,Comal
1/28/2024,843.02,J 27
1/28/2024,646.49,J 17
1/28/2024,164,San Marcos
1/28/2024,208,Comal
1/27/2024,842.91,J 27
1/27/2024,647.1,J 17
1/27/2024,150,San Marcos
1/27/2024,196,Comal
1/26/2024,842.94,J 27
1/26/2024,646.77,J 17
1/26/2024,129,San Marcos
1/26/2024,199,Comal
1/25/2024,842.93,J 27
1/25/2024,646.68,J 17
1/25/2024,130,San Marcos
1/25/2024,185,Comal
1/24/2024,842.95,J 27
1/24/2024,645.02,J 17
